source,word,aoa,arousal,conc,dom,fam,gender,image,size,valence,humor,social
gpt35,desert,0.193907,0.557136,0.671118,0.411825,0.316228,1.06846,0.28,0.583095,0.748331,0.2,0.583095
gpt35,despair,0.967471,2.68254,1.2083,0.4,0.447214,1.25762,0.661513,1.21885,0.445421,0.509902,0.8
gpt35,dessert,0.667533,0.948683,0.224499,0.69455,0.338231,0.515364,0.366606,0.318748,0.244949,0.374166,0.87178
gpt35,device,0.422374,0.24,0.492341,0.812404,0.213542,0.447214,0.2,0.244949,0.53066,0.244949,0.860233
gpt35,dinner,1.26712,0.445421,0.354401,0.40694,0.489898,0.479166,0.595315,0.4,0.748331,0.244949,0.8
gpt35,disgust,0.622896,1.9956,0.835703,0.745654,0.509902,1.12178,0.535164,0.678233,0.489898,0.447214,0.894427
gpt35,doctor,0.693974,0.894427,0.300666,0.583095,0.275681,0.4,0.483322,0.509902,0.748331,0,1.098
gpt35,doctrine,0.51614,0.609918,1.09545,0.252982,0.583095,0.632456,0.755248,0.800999,0.979796,0,1.43527
gpt35,donkey,0.4,0.511468,0.287054,0.374166,0.51923,0.734847,0.51614,0.509902,0.489898,0.668132,0.83666
gpt35,doom,0.65909,2.2912,0.947418,0.209762,0.489898,1.27342,0.725534,1.0198,0.205913,0.840476,0.969536
gpt35,doubt,1.26586,0.979796,0.552811,0.523832,0.374166,0.632456,0.589915,0.547723,0.4,0.4,1.32665
gpt35,dread,0.705975,2.52982,0.707107,0.487442,0.6,0.812404,0.523068,0.487442,0.271293,0.489898,0.860233
gpt35,duty,0.82365,0.523068,0.570614,0.671118,0.305941,0.374166,0.63435,0.416653,0.663325,0,0.489898
gpt35,ease,0.318748,0.877268,0.374166,0.4,0.678233,0.474974,0.531413,0.374166,0.663325,0.2,0.4
gpt35,employ,0.615142,0.213542,0.466476,0.509902,0.195959,0.205913,0.324962,0.4,0.640625,0.12,0.244949
gpt35,escort,0.215407,0.515364,0.32619,0.978979,0.387814,2.35372,0.338231,0.489898,0.4,0.374166,0.8
gpt35,essence,0.509902,0.485798,0.889044,0.407922,0.581722,0.244949,0.611882,0.233238,0.489898,0.244949,0.632456
gpt35,excuse,0.436348,0.886792,0.374166,0.36,0.244949,2.05173,0.489898,0.244949,0.744043,0.316228,0.244949
gpt35,faith,0.342929,0.509902,0.374166,0.241661,0.449889,2.0347,0.236643,0.630555,0.489898,0.244949,0.560714
gpt35,fame,0.532917,0.435431,0.8,0.916515,0.370945,0.374166,0.509902,0.244949,0.509902,0.2,1.16619
gpt35,farewell,0.676461,0.979796,0.527636,0.837616,0.374166,0.604649,0.436348,0.374166,1.06771,0.2,0.583095
gpt35,fault,0.489898,1.17201,0.83666,0.386782,0.531413,2.33118,0.492341,0.2,0.6,0.2,0.678233
gpt35,feat,0.447214,0.564269,0.711618,0.244949,0.549181,2.33118,0.466476,0.244949,0.504381,0.374166,0.447214
gpt35,fiction,0.617738,0.361109,1.02956,0.64622,0.557136,2.06533,0.62482,0.318748,0.630555,0.6,0.707107
gpt35,figment,0.788923,0.538888,0.916515,0.966644,0.4,0.697424,1.02567,0.374166,0.2,0.583095,0.447214
gpt35,fire,0.363318,0.818291,0.4,1.34551,0.54626,0.4,0.271293,0.678233,1.77764,0.547723,1.24097
gpt35,flea,0.702567,0.577581,1,0.475815,0.447214,0.4,0.927362,0.4,0.489898,0,0.748331
gpt35,fleet,0.652993,0.504381,0.66453,0.842378,0.748331,0.426146,0.08,0.447214,0.613188,0.244949,0.583095
gpt35,flourish,0.56356,1.00916,0,0.617738,0.365513,0.595315,0.588558,0.244949,0.596657,0.244949,0.316228
gpt35,food,0.678233,0.793977,0.372022,0.607947,0.193907,2.07364,0.313688,0.4,0.557136,0.447214,0.547723
gpt35,forehead,0.79599,0.672309,0.4,0.598665,0.6,0.632456,0.300666,0.509902,0.4,0.205913,0.244949
gpt35,forge,0.614492,0.541849,0.489898,0.666333,0.2,2.31638,0.374166,0.583095,0.16,0.4,0.2
gpt35,fortress,1.04766,1.02684,0.365513,0.671118,0.224499,0.391918,0.493964,0.4,0,0.4,0.8
gpt35,fraud,0.305941,0.651153,0.562139,0.447214,0.427083,0.574108,0.40694,0.509902,0.436348,0.489898,0.8
gpt35,freedom,0.436348,0.303315,0.531413,0.458694,0.4,2.20454,0.374166,0.678233,0.244949,0.509902,0.87178
gpt35,function,0.523068,0.485798,0.489898,0.489898,0.244949,0.183303,0.422374,0.734847,0.44,0.2,0.969536
gpt35,fuss,0.823165,0.611882,0.588558,0.557136,0.287054,0.902441,0.682935,0.489898,0.368782,0.377359,0.316228
gpt35,gain,0.507543,0.374166,0.577581,0.866256,0.504381,0.233238,0.649923,0.222711,0.489898,0.244949,0.509902
gpt35,game,0.396989,0.763151,0.707107,0.741889,0.244949,2.37908,0.4,0.2,0.489898,0.678233,1.07703
gpt35,garbage,0.632456,1.14088,0.749933,0.611228,0.889044,1.249,0.368782,0.583095,0.564269,0.313688,0.583095
gpt35,giraffe,0.69857,1.3544,0.32619,1.0198,0.244949,1.15758,0.32619,0.6,0.891291,0.4,0.916515
gpt35,gist,0.553534,0.64,0.707107,0.515364,0.617738,0.632456,0.471593,0.440908,0.233238,0.244949,0.4
gpt35,glacier,1.23515,1.02956,0.12,1.36176,0.773046,0.374166,0.5004,0.4,0.748331,0,1.34164
gpt35,glee,0.412795,0.5004,0.632456,0.483322,0.636867,0.381576,0.363318,0.195959,0.773563,0.316228,0.678233
gpt35,gloom,0.584466,1.62481,1.04,0.205913,0.791454,0.969536,0.545527,0.774597,0.632456,0.489898,0.734847
gpt35,goose,0.4,0.411825,0.663325,0.396989,0.51923,1.27342,0.570614,0.547723,0.451664,0.374166,1.0198
gpt35,greed,1.38795,0.509902,0.445421,0.688767,0.620967,0.447214,0.411825,0.94361,0.205913,0.447214,1.23548
gpt35,grind,0.396989,0.382623,0.54626,0.833307,0.662118,2.20454,0.49558,0.663325,0.8,0,1.11355
gpt35,guilt,0.334664,1.1225,0.4,0.372022,0.338231,0.888594,0.474974,0.285657,0.488262,0.316228,0.6
gpt35,guitar,0.299333,0.233238,0.374166,0.427083,0.483322,0.316228,0.517687,0.40694,0.691665,0.509902,0.842852
gpt35,hall,0.936803,0.611882,0.470744,0.58515,0.678233,0.316228,0.244949,0.300666,0.525357,0.2,0.668132
gpt35,ham,0.874071,0.672309,0.4,0.53066,0.2,0.32619,0.32619,0.447214,0.489898,0.374166,0.489898
gpt35,hammock,0.54037,0.624179,0.678233,0.793977,0.430813,0.374166,0.549909,0.504381,0.632456,0.663325,0.489898
gpt35,hand,0.458694,0.374166,0.416653,0.489898,0.316228,0.80895,0.236643,0.374166,0.601332,0.4,0.663325
gpt35,handle,0.213542,0.51614,0.244949,0.604649,0.4,2.15351,0.338231,0.374166,0.515364,0.4,0.244949
gpt35,harvest,0.786384,0.560714,0.4,0.579655,0.4,0.678233,0.316228,0.2,0.368782,0.244949,0.6
gpt35,hate,0.825591,2.81382,0.748331,0.244949,0.583095,1.39284,0.705975,0.668132,0.4,0.489898,1.68523
gpt35,head,0.377359,0.595315,0.244949,0.77201,0.391918,2.50567,0.275681,0.416653,0.2,0.244949,0.823165
gpt35,health,0.863481,0.387814,0.812404,0.682935,0.348712,0.83666,0.382623,0.4,0.748331,0.547723,1.06771
gpt35,heaven,0.877268,1.63095,1.21754,0.377359,0.213542,1.49666,0.382623,0.396989,0.300666,0.2,1.28841
gpt35,hit,0.562139,1.00598,0.812404,0.765768,0.4,2.54197,0.547723,0.244949,0.28,0.2,0.678233
gpt35,honey,0.765768,0.742967,0.894427,0.49558,0.377359,0.8,0.504381,0.374166,0.4,0.4,0.748331
gpt35,hope,0.726636,0.416653,0.509902,0.374166,0.316228,0.547723,0.583095,0,0.36,0,0.489898
gpt35,hostage,0.764199,1.402,0.88,0.547723,0.4,2.54951,1.04038,0.632456,0.4,0.244949,0.374166
gpt35,hostess,1.50546,0.354401,0.51923,0.678233,0.5004,1.602,0.392938,0,0.448999,0.244949,0.860233
gpt35,hurdle,0.63435,0.562139,0.4,0.69685,0.583095,2.2,0.8,0.374166,0.2,0.509902,0.489898
gpt35,husband,0.567803,0.688767,0.678233,0.969536,0.318748,0.2,0.523068,0.374166,0.447214,0.583095,0.812404
gpt35,impress,0.58515,0.842378,0.860233,0.62482,0.300666,2.2553,0.489898,0.224499,0.392938,0.316228,0.244949
gpt35,incest,0.316228,2.73452,1.249,0.749933,0.979796,2.33529,0.835703,1.35292,0.8,0.4,0.632456
gpt35,island,0.995188,0.700286,0.257682,0.917388,0.04,0.427083,0.219089,0.812404,0.643739,0.447214,1
gpt35,issue,0.489898,0.422374,0.707107,0.857904,0.416653,2.08844,0.708237,0.2,0.632456,0.2,0.748331
gpt35,item,0.51614,0.332265,0.547723,0.404969,0.411825,0.4,0.749933,0.435431,0.4,0.244949,0
gpt35,jacket,0.53066,0.6,0.348712,0.316228,0.59127,0.244949,0.384708,0.489898,0,0.244949,0.632456
gpt35,jewel,0.422374,0.791454,0.224499,0.287054,0.948683,0.969536,0.474974,0.812404,0.2,0.244949,1.2
gpt35,jungle,0.724983,0.56921,0.4,0.969536,0.509902,0.988737,0.458694,0.509902,1.13842,0.509902,0.489898
gpt35,junk,0.587878,1.26491,0.783326,0.474974,0.564269,0.244949,0.407922,0.489898,0.49558,0.4,0.678233
gpt35,justice,0.781281,0.774597,0.941063,0.916515,0.386782,0.4,0.614492,0.471593,0.2,0.2,0.734847
gpt35,kill,1.10091,2.18229,0.72,0.877724,1.29089,2.5246,1.33056,1.2083,0.4,0.4,0.4
gpt35,knock,0.541849,1.01272,0.193907,0.318748,0.66453,0.503587,0.416653,0.374166,0.442719,0.374166,0.748331
gpt35,knowledge,1.098,1.20433,1.3784,0.741889,0.509902,2.26716,0.370945,0.583095,0.489898,0.509902,1.34164
gpt35,lace,0.344093,0.483322,0.416653,0.515364,0.611228,0.734847,0.228035,0.32619,0.489898,0.316228,0.447214
gpt35,ladder,0.460435,0.445421,0.547723,0.4,0.374166,0.663325,0.4,0.374166,0.678233,0.4,0.374166
gpt35,launch,0.193907,0.263818,0.244949,0.391918,0.66453,2.37908,0.2,0.489898,0,0,0.489898
gpt35,leaf,0.361109,0.342929,0.411825,0.244949,0.463033,0.674092,0.215407,0.2,0.598665,0.244949,0.447214
gpt35,leisure,0.331059,0.785875,0.470744,1.01784,0,0.504381,0.475815,0.583095,0.387814,0.244949,0.678233
gpt35,leopard,0.466476,0.567803,0.263818,1.52971,0.426146,0.381576,0.195959,0.374166,0.826075,0.2,0.969536
gpt35,lettuce,0.328634,0.713863,0.374166,0.24,0.663325,0.504381,0.676461,0.2,0.489898,0.374166,0.697424
gpt35,limit,0.890842,0.728286,0.583095,0.193907,0.748331,0.4,0.492341,0.2,0.527636,0.04,0.927362
gpt35,line,0.662118,0.382623,0.727736,0.496387,0.231517,0.509902,0.40694,0.4,0,0.244949,0.663325
gpt35,lobster,1.01666,0.454313,0.370945,0.816333,0.489898,0.244949,0.370945,0.583095,0.489898,0.244949,1.32665
gpt35,luck,0.888594,1.15516,0.83666,0.611228,0.374166,0.677052,0.614492,0.416653,0.547723,0.244949,0.927362
gpt35,luggage,1.0707,0.773046,0.374166,0.707107,0.628013,0.4,0.412795,0.604649,0.748331,0,0.489898
gpt35,lumber,0.604649,0.749933,0.574108,0.116619,0.754718,0.8,0.257682,0.583095,0.547723,0.2,0.509902
gpt35,lunch,0.595315,0.948683,0.632456,0.193907,0.447214,0.509902,0.628013,0.244949,0.4,0,0.748331
gpt35,lust,0.32249,0.711618,0.233238,1.38708,0.2,0.608605,0.665132,0.316228,0.32619,0.583095,0.4
gpt35,malice,0.640625,1.79221,0.830422,0.654217,0.661513,1.30384,0.527636,0.557136,0.436348,0.748331,0.509902
gpt35,mammal,0.477493,0.748331,0.485798,0.860233,0.570614,0.678233,0.607947,0.509902,0.489898,0.2,1.31909
gpt35,mansion,0.95289,0.567803,0.402989,0.422374,0.447214,0.374166,0.287054,0.583095,0.652993,0.489898,0.663325
gpt35,marvel,0.685274,0.517687,0.734847,0.547723,0.2,0.352136,0.370945,0.244949,0.531413,0.4,0.489898
gpt35,mate,0.481664,0.553534,0.222711,0.655439,0.244949,0.436348,0.32619,0.2,0.509902,0.4,0.509902
gpt35,melon,0.800999,0.338231,0.263818,0.313688,0.615142,0.734847,0.370945,0.700286,0.748331,0.244949,0.447214
gpt35,menace,0.620967,0.842378,0.8,1.52184,0.678233,0.348712,0.527636,0.927362,0.547723,1.06771,0.748331
gpt35,merchant,0.224499,0.195959,0.233238,0.707107,0.331059,0.374166,0.488262,0.509902,0.4,0.313688,0.2
gpt35,message,0.971597,0.449889,0.583095,0.489898,0.374166,0.496387,0.417612,0.447214,0.381576,0.2,0.860233
gpt35,metal,0.337046,1.0008,0.640625,0.932952,0.338231,0.4,0.285657,0.504381,0.62482,0.12,0.948683
gpt35,methane,0.544059,1.40513,0.969536,0.348712,0.8,0.969536,0.515364,0.81878,0.24,0.447214,1.52971
gpt35,method,1.10018,0.6,0.4,0.705975,0.04,0.4,0.80399,0.213542,0.6,0.2,0.69685
gpt35,midst,0.646838,0.244949,0.381576,0.195959,0.60531,0.213542,0.372022,0.632456,0.4,0.2,0.489898
gpt35,mirror,0.508331,0.154919,0.547723,0.562139,0.678233,2.0347,0.370945,0.374166,0.489898,0,0.711056
gpt35,mischief,0.574804,0.307246,0.4,0.826075,0.431741,2.2,0.231517,0.377359,0.447214,0.748331,0.87178
gpt35,mistress,0.714423,1.28841,1.13031,2.08327,0.678233,1.72047,0.793977,0.748331,0.667533,0.374166,0.374166
gpt35,model,0.594643,0.51614,0.663325,0.570614,0.316228,0.8,0.366606,0.511468,0.4,0.2,0.567803
gpt35,moisture,0.2,0.70993,0.489898,0.583095,0.509902,0.244949,0.738647,0.509902,0.574804,0.32619,0.489898
gpt35,moment,0.846168,0.508331,0.583095,0.630555,0.571314,0.5004,0.397995,0.244949,0.04,0.427083,1.16619
gpt35,monarch,0.296648,0.854634,0.678233,0.611228,0.503587,0.316228,0.32,0.374166,0.904655,0.316228,1.56793
gpt35,monkey,0.2,0.796492,0.734847,0.489898,0.372022,0.374166,0.665132,0.734847,0.633719,0.56356,0.583095
gpt35,monster,0.318748,1.06958,1.3784,0.705975,0.338231,0.678233,0.909065,0.244949,0.637495,0.2,0.927362
gpt35,mood,0.344093,0.603324,0.4,0.374166,0.4,0.2,0.32619,0.678233,0.36,0.2,0.4
gpt35,morsel,0.85557,0.224499,1,0.16,0.711618,0.8,0.416653,0.678233,0.489898,0,1.41421
gpt35,moth,0.508331,0.571314,0.4,0.392938,0.547723,2.32086,0.702567,0.2,0.4,0,0.748331
gpt35,mother,0.471593,0.587878,0.663325,0.87178,0.04,0.927362,0.45607,0.2,0.663325,0.489898,0.901998
gpt35,mug,0.417612,0.567803,0.244949,0.489898,0.489898,0.560714,0.402989,0.374166,0.532917,0.313688,0.4
gpt35,mural,0.567098,0.338231,0.5004,1.01666,0.374166,0.374166,0.32619,0.316228,0.354401,0.316228,0.453431
gpt35,myth,0.244949,1.09069,0.945727,0.435431,0.489898,1.93907,0.83666,0.632456,0.632456,0.583095,0.489898
gpt35,necklace,0.287054,0.54626,0.640625,0.877724,0.244949,2.01732,0.386782,0.583095,0.213542,0.244949,0.948683
gpt35,nectar,0.515364,0.682935,0.583095,0.847113,0.51923,0.377359,0.731027,0.222711,0.488262,0.4,0.509902
gpt35,needle,0.715542,0.52,0.56356,0.374166,0.458694,0.244949,0.2498,0.748331,0.436348,0.222711,0.515364
gpt35,neglect,1.05717,1.38939,1.24097,0.445421,0.316228,1.48324,0.842852,0.435431,0.6,0.509902,0.6
gpt35,neutral,0.583095,0.2,0.503587,0.2,0.489898,1.78885,0.275681,0.489898,0,0.2,0.542586
gpt35,notion,0.636867,0.474974,0.595315,0.723878,0.595315,2.02485,0.617738,0.4,0.2,0.374166,0.983056
gpt35,nuisance,0.463033,1.2254,1.07703,0.705408,0.2,0.479166,0.525357,0.812404,0.447214,0,0.509902
gpt35,nurture,1.52368,0.354401,0.658483,0.705975,0.489898,0.567803,0.348712,0.547723,0.04,0.244949,1.02956
gpt35,office,0.352136,0.53066,0,0.717217,0.466476,0.244949,0.372022,0.611228,0.4,0.244949,1.07703
gpt35,ordeal,0.338231,2.11792,0.244949,0.316228,0.2,0.643117,0.396989,0.615142,0.458694,0.374166,1.21754
gpt35,outrage,0.361109,0.928224,0.205913,0.567098,0.263818,0.547723,0.451664,0.489898,0.6,0.547723,0.244949
gpt35,packet,0.607947,0.213542,0.2,0.370945,0.318748,0.54626,0.344093,0.49558,0.316228,0.2,0.4
gpt35,palace,0.80399,0.447214,0.489898,0.60531,0.189737,0.663325,0.392938,0.233238,0.257682,0.244949,0.678233
gpt35,pamphlet,0.624179,0.790949,0.331059,1.15585,0.538145,1.78729,0.699714,0.374166,0.08,0.244949,0.509902
gpt35,panther,0.445421,0.748331,0.628013,0.722772,0.926499,0.374166,0.392938,0.509902,0.80895,0.2,0.661513
gpt35,parade,0.365513,1.12854,0.560714,0.783326,0.2,2.30217,0.560714,0.509902,0.4,0.663325,1.0198
gpt35,parrot,0.54626,0.493964,0.263818,0.287054,0.416653,2.29347,0.195959,0.678233,0.4,0.678233,0.893085
gpt35,passage,0.629285,0.917824,0.860233,0.700286,0.72,0.553534,0.402989,0.447214,0,0.2,0.722772
gpt35,passion,1.38072,0.595315,0.454313,0.313688,0.313688,1.3784,0.300666,0.316228,0.374166,0.2,0.88
gpt35,pause,0.649923,0.739189,0.6,0.271293,0.12,0.374166,0.445421,0.426146,0.4,0.244949,0.748331
gpt35,pelvis,0.860233,0.632456,0.663325,0.372022,1.01666,2.22261,0.69455,0.374166,0.447214,0,0.678233
gpt35,pension,0.5004,0.595315,0.812404,0.717217,0.440908,1.07963,0.435431,0.338231,0.523832,0.365513,0.842852
gpt35,people,1.18558,0.387814,0.83666,0.678233,0.316228,0.28,0.381576,0.4,0.640625,0.374166,0.748331
gpt35,person,0.778203,0.172047,0.583095,0.244949,0.447214,0.670522,0.174356,0.287054,0.44,0.4,1.14123
gpt35,pest,0.428952,0.850882,0.8,0.663325,0.244949,1.1225,0.798999,0.489898,0.489898,0.316228,0.447214
gpt35,phantom,0.700286,1.27059,0.509902,0.894427,0.407922,0.509902,0.904655,0.387814,0.778717,0.342929,0.427083
gpt35,phase,0.354401,0.691086,0.707107,0.63435,0.2,0.611882,0.59127,0.422374,0.263818,0,1.10743
gpt35,pheasant,0.489898,1.2474,0.860233,0.547723,0.4,0.852291,0.977753,0.509902,0.463033,0.483322,0.8
gpt35,picket,0.865794,0.713863,0.447214,0.292575,0.842852,0.377359,0.244949,0.5004,0.860233,0.374166,1.24097
gpt35,picture,0.523832,0.203961,0.372022,0.560714,0.205913,0.2,0.542586,0.2,0.527636,0.316228,0.489898
gpt35,piece,0.515364,0.370945,0.222711,0.444522,0.445421,0.51614,0.51923,0.224499,0,0.2,0.583095
gpt35,pillow,0.678233,0.613188,0.316228,0.397995,0.224499,1.77246,0.4,0.316228,0.595315,0.447214,0.4
gpt35,pint,0.733212,0.496387,0.447214,0.40694,0.213542,0.8,0.394968,0.509902,0.632456,0.4,0.489898
gpt35,pity,0.471593,0.560714,1.07703,0.577581,0.316228,1.60798,0.583095,0.678233,0.581034,0.2,0.774597
gpt35,plasma,0.611228,0.583095,0.941488,0.702567,0.381576,0.509902,0.595315,0.583095,0.479166,0,0.894427
gpt35,plea,0.387814,0.857904,0.59127,0.736478,0.422374,0.4,0.300666,0.4,0.527636,0.287054,0.489898
gpt35,pleasure,0.28,0.51614,0.679412,0.430813,0.458694,0.812404,0.289828,0.195959,0.509902,0.263818,0.583095
gpt35,police,0.724983,0.300666,0.417612,1.27906,0.244949,0.316228,0.583095,0.374166,0.4996,0.2,0.748331
gpt35,portrait,0.205913,0.488262,0.4,1.15758,0.2,0.257682,0.411825,0.374166,0.2,0.372022,0.509902
gpt35,power,0.69455,0.338231,0.8,0.4,0.374166,0.338231,0.447214,0.374166,0.595315,0.2,0.503587
gpt35,prestige,0.904655,0.583095,0.483322,0.637495,0.374166,0.531413,0.840476,0.509902,0.307246,0.447214,0.828493
gpt35,pride,0.448999,0.426146,0.4,0.583095,0.509902,0.382623,0.431741,0.489898,0.584466,0.396989,0.509902
gpt35,prince,0.523068,0.534416,0.812404,0.484149,0.4,2.42074,0.244949,0.374166,0.4,0.2,1.07703
gpt35,princess,0.847585,0.691665,1.16619,0.447214,0.547723,1.49666,0.492341,0.6,0.632456,0.4,1.24097
gpt35,prison,0.195959,1.42688,0.583095,0.203961,0.338231,2.56156,0.915642,0.667533,0.632456,0.374166,0.5004
gpt35,product,0.917388,0.670522,0.489898,0.422374,0.244949,0.4,0.231517,0.244949,0.244949,0.195959,0.489898
gpt35,progress,0.997196,0.342929,0.860233,0.583095,0.316228,0.567098,0.361109,0.4,0.747262,0.374166,0.747262
gpt35,project,0.583095,0.26533,0.549181,0.574108,0.12,0.570614,0.300666,0.2,0.4,0.32619,0.489898
gpt35,pumpkin,0.673498,0.649307,0.547723,0.271293,0.374166,1.98494,0.386782,0.213542,0.4,0.4,0.509902
gpt35,punch,0.688767,0.812404,0.574804,0.6,0.489898,0.4,0.453431,0.489898,0.458694,0.244949,0.958332
gpt35,pupil,0.962497,0.717217,0.5004,0.445421,0.489898,0.233238,0.40694,0.489898,0.381576,0.2,0.748331
gpt35,puzzle,0.562139,0.676461,0.316228,0.682935,0.509902,0.354401,0.287054,0.244949,0.4,0.509902,0.447214
gpt35,python,0.422374,0.730479,0.8,0.189737,0.51923,0.598665,0.711618,0.244949,0.571314,0.8,1
gpt35,rain,0.389872,0.624179,0.509902,0.581034,0.6,1.92354,0.2,0,0.4,0.4,0.489898
gpt35,rattle,0.783326,0.980612,0.581034,0.507543,0.224499,0.386782,0.205913,0.244949,0.627375,0.244949,0.509902
gpt35,reason,0.567803,0.340588,0.4,0.379473,0.381576,0.213542,0.453431,0.374166,0.77201,0.547723,0.4
gpt35,recall,0.487442,0.4,0.338231,0.649923,0.767854,0.16,0.718331,0.233238,1.05376,0.4,0.489898
gpt35,reject,0.427083,0.54626,0.4,0.59127,0.4,2.22261,0.583095,0.6,0.489898,0.2,0
gpt35,report,0.32,0.816333,0.83666,0.523832,0.407922,0.458694,0.595315,0.244949,0.195959,0.244949,0.372022
gpt35,reptile,0.872697,1.06771,0.583095,0.489898,0.509902,0.447214,0.702567,0.705408,0.552811,0.663325,1.24097
gpt35,resort,0.956243,0.431741,0.244949,0.711056,0.4,0.2,0.195959,0.447214,0.447214,0.213542,0.4
gpt35,respect,0.826075,0.370945,0.812404,0.730479,0.349857,0.969536,0.4,0.509902,0.470744,0.2,0.509902
gpt35,risk,0.76,1.01902,0.774597,0.547723,0.374166,0.2,0.489898,0.2,0.332265,0.4,0.4
gpt35,role,0.407922,0.489898,0.583095,0.416653,0.40694,2.14793,0.5004,0.316228,0.466476,0.374166,0.597997
gpt35,romance,0.583095,0.65909,0.816333,0.463033,0.348712,0.547723,0.527636,0.244949,0.471593,0.426146,1.11355
gpt35,rubble,0.691665,0.51614,0.734847,0.881816,0.845222,0.763151,0.840476,0.711618,0.63435,0.354401,0.244949
gpt35,ruffle,0.628013,0.773563,0.663325,0.374166,0.337046,0.54626,0.531413,0.447214,0.348712,0.32619,0.374166
gpt35,saloon,0.547723,0.731027,0.387814,0.915642,0.678233,2.40366,0.222711,0.509902,0.4,0.244949,0.583095
gpt35,sandwich,0.374166,0.354401,0.316228,0.272764,0.244949,2.05913,0.374166,0.374166,0.489898,0.244949,0.547723
gpt35,scalpel,0.722772,0.681175,0.707107,0.547723,0.316228,0.374166,0.538888,0.509902,0.489898,0.4,1.31909
gpt35,script,0.381576,0.460435,0.583095,1.02645,0.734847,0.66453,0.379473,0.583095,0.2,0.244949,0.748331
gpt35,seed,0.722219,0.263818,0.244949,0.547723,0,0.445421,0.723878,0.4,0.688767,0.391918,0.796492
gpt35,sentence,0.598665,0.444522,0.632456,0.313688,0.449889,0.503587,0.36,0.374166,0.4,0.370945,0.489898
gpt35,service,0.632456,0.412795,0.224499,0.632456,0.332265,0.386782,0.275681,0.2,0.387814,0.2,0.447214
gpt35,settle,0.708802,0.263818,0.244949,0.837616,0.193907,0.374166,0.365513,0.479166,0.4,0.244949,0.4
gpt35,shaft,0.733757,1.3784,0.663325,1.24097,0.374166,0.374166,0.577581,0.338231,0.643739,0.4,0.374166
gpt35,shame,0.643739,1.22866,0.678233,0.624179,0.4,0.899778,0.611228,0.547723,0.538888,0,1.28062
gpt35,shark,0.381576,0.213542,0.40694,0.4,0.391918,0.354401,0.4996,0.489898,0.62482,0.4,0.83666
gpt35,shirt,0.643117,0.193907,0.377359,0.588558,0.377359,0.509902,0.538145,0.489898,0.244949,0.08,0.748331
gpt35,shrug,0.910824,0.244949,0.705975,0.300666,0.489898,0.6,0.547723,0.374166,0.445421,0.244949,0.447214
gpt35,signal,0.549181,0.891291,0.475815,0.665132,0.354401,0.489898,0.193907,0.213542,0.583095,0.374166,0.489898
gpt35,sin,1.04231,2.18412,0.738647,0.374166,0.916515,1.06771,1.14018,0.601332,0.615142,0.474974,1.41421
gpt35,sister,0.688767,0.470744,0.244949,0.570614,0.391918,1.18322,0.244949,0.509902,0.6,0.374166,0.244949
gpt35,slave,0.811419,1.65578,0.714423,0.669328,0.4,0.874986,0.146969,1.49666,0.447214,0.748331,1.0198
gpt35,sleep,0.845222,1.20731,0.547723,1.01784,0.365513,1.16619,0.583095,0.663325,0.704273,0.4,1.16619
gpt35,slope,1.72093,0.487442,0.547723,0.678233,0.489898,0.673498,0.126491,0.678233,0.581722,0,0.678233
gpt35,slum,0.525357,1.41053,0.748331,0.567098,0.632456,1.15758,0.263818,0.860233,0.448999,0.316228,1.32665
gpt35,smear,1.37405,0.509902,0.947418,0.374166,0.233238,0.860233,0.628013,0.509902,0.611882,0.244949,0.2
gpt35,smell,0.368782,0.877724,0.541849,0.213542,0.448999,0.5004,0.640625,0.4,0.748331,0.4,0.447214
gpt35,snail,0.74458,1.1225,0.673498,0.900222,0.595315,0.801499,0.260768,0.583095,0.454313,0.4,0.621611
gpt35,snort,1.30843,0.195959,1.04881,0.471593,0.489898,0.509902,0.928224,0.374166,0.632456,0.489898,1.26491
gpt35,soldier,0.624179,0.811419,0.342929,1.77764,0.316228,0.553534,0.823165,0.244949,0.774597,0.4,0.488262
gpt35,sorrow,0.713863,0.947418,0.447214,0.697424,0.549181,0.547723,0.318748,0.748331,1.28841,0.244949,1.48647
gpt35,sparkle,0.4,0.272764,0.509902,0.56921,0.257682,0.447214,0.51923,0.316228,0.489898,0.509902,0.6
gpt35,spinach,0.81388,0.460435,0.583095,0.287054,0.372022,0.2,0.361109,0.354401,0.708802,0.231517,0.509902
gpt35,spirit,0.285657,0.678233,0.195959,0.370945,0.231517,0.511468,0.381576,0.2,0.676461,0.4,0.719444
gpt35,spit,0.354401,1.19733,1.11355,0.318748,0.860233,0.922171,0.749933,0.374166,0.382623,0,0.2
gpt35,spring,0.541849,0.624179,0.222711,0.663325,0.374166,0.916515,0.285657,0,0.489898,0,0.447214
gpt35,squash,0.591946,0.978979,1.4,0.678233,0.509902,0.83666,0.6,0.663325,0.8,0.6,0.583095
gpt35,squeeze,0.2,0.588558,0.583095,0.340588,0.2,0.374166,0.205913,0.2,0.332265,0.426146,0.489898
gpt35,stab,0.704273,0.440908,1.16619,0.447214,0.285657,0.503587,0.32,0.8,0.59127,0.2,0.83666
gpt35,status,0.382623,0.66453,0.352136,0.344093,0.509902,0.244949,0.671118,0.489898,0.489898,0.2,1.0198
gpt35,stock,0.396989,0.454313,0.673498,0.557136,0.51614,0.316228,0.331059,0,0.419524,0.08,0.527636
