source,word,auditory,gustatory,haptic,interoceptive,olfactory,visual
gpt4,AUGMENT,1.8,0,1.4,1,0,1.8
gpt4,AWARE,3.2,0,0,3.8,0,2
gpt4,BALE,1,0,3.8,0.4,1,4.6
gpt4,BARBARIC,3.3,0,1.8,2,0,2.4
gpt4,BARRED,0.4,0,0.8,0.4,0,3
gpt4,BED,0.2,0,2.8,1.8,0.6,2.8
gpt4,BELIEVING,1.6,0,0.8,3.2,0,0.4
gpt4,BELL TOWER,4,0,0.6,0.2,0,3
gpt4,BEYOND,0.4,0,0.2,1.4,0,2.2
gpt4,BIBLIOGRAPHICALLY,1.6,0,0.2,0.4,0,2.4
gpt4,BLASPHEMOUSLY,3.2,0,0.2,2.2,0,0.2
gpt4,BLOCK,1.6,0,1.4,0.8,0,3.6
gpt4,BLOODTHIRSTILY,3.2,0,0.2,2.8,0,0.6
gpt4,BLUISHNESS,0.2,0,0,0.2,0,4
gpt4,BOOKBAG,0.4,0,2.8,1,0.8,2.8
gpt4,BOTANICALLY,0.2,0.2,0.4,0.4,0.4,3.4
gpt4,BOTH,1.2,0,1,0.6,0,1.4
gpt4,BRAISED,1.2,4,1,0.6,5,3.2
gpt4,BREEZELESS,0.8,0,1.6,2.8,1.2,2.6
gpt4,BUFFALO,2.2,0.2,2,0.8,1.6,2.8
gpt4,BULLISHNESS,2.6,0,0,1,0,1.6
gpt4,BUNTED,4,0,3.8,0.4,0,4.2
gpt4,BUTTERSCOTCH,0.2,2,1,0.8,1.8,2.2
gpt4,BUTTERY,0.4,4.6,2,1.2,4.4,1.2
gpt4,CAKE PAN,0.6,1.2,2.8,0.4,1.4,2.6
gpt4,CAMP,3.4,0.2,3.8,0.6,2.2,4.8
gpt4,CANNOT,3.8,0.2,0.4,1.2,0.2,0.4
gpt4,CARMAKER,2.2,0,0,0.6,0.2,3.2
gpt4,CASTLED,1.8,0,1,0.4,0,2.8
gpt4,CATEGORY,0.8,0,0.2,0.4,0,1.8
gpt4,CAUSER,1,0,0.2,2.4,0,1.8
gpt4,CENTERPIECES,0.2,0.2,1.6,0.2,0.2,3
gpt4,CENTRALIST,4,0.2,0.4,1,0.2,0.4
gpt4,CHAUVINISM,3.3,0,0.6,1.2,0,1.2
gpt4,CHILI PEPPER,0.8,5,3.2,0.6,3.8,4.6
gpt4,CHRISTEN,3.4,0,1.8,1.8,0.2,2.6
gpt4,CHRONICALLY,0.8,0,0.8,4.4,0,0.4
gpt4,CHUNK,0.8,1,3.8,0.4,0.4,3.4
gpt4,CIRCULAR,0,0,0.4,0,0,3
gpt4,CIVILIZING,2.6,0,0,0.6,0,1.6
gpt4,CLANK,5,0,1.2,0.8,0,0.2
gpt4,CLEANING LADY,3.2,0,2.8,0.4,2.4,4.4
gpt4,CLOAKED,0.8,0,1.2,0.2,0,4.4
gpt4,COACHWORK,1,0,1.6,0.8,0,3.6
gpt4,COASTWARD,2,0,1.2,0.8,0,3.4
gpt4,COHERE,0.4,0,0.8,1.6,0,1.4
gpt4,COMPLETE,2.2,0,1,0.8,0,3.6
gpt4,COMPREHENDINGLY,3.8,0.2,0.4,1.4,0.2,0.6
gpt4,COMPREHENSIBLY,3.8,0,0,1.2,0,1.8
gpt4,CONSUMERISM,3,0,0.2,0.6,0,2.4
gpt4,CONVICTABLE,2,0,0.6,1.6,0,1.4
gpt4,CORDIAL,3,0.8,1.5,1.2,0.2,1.8
gpt4,COUNCILWOMAN,1,0,0,0.4,0,2
gpt4,COUNTDOWN,3.8,0,0.2,0.4,0,4.2
gpt4,COUNTERACTION,2.8,0,0.4,1.6,0,2.6
gpt4,COUNTERFEIT,3.2,0,1.8,0.6,0,5
gpt4,COUNTERREVOLUTION,2.6,0,0.6,1,0,1.8
gpt4,COUNTERSTRIKE,4.2,0,2.2,0.2,0,4.6
gpt4,CRATER,0,0,2.2,0.2,0,5
gpt4,CREDITABLY,2.8,0,0,0.6,0,1.8
gpt4,CRESTED,1,0,1,0.8,0,1.8
gpt4,CREWLESS,1.4,0,0.2,1.4,0,2.8
gpt4,CRIMINALIZE,1.6,0,0.4,2.2,0,1.2
gpt4,CRISP,1.8,3.6,3,1,0.6,1.2
gpt4,CRUCIFIX,0.6,0,3.2,0.4,0,4.8
gpt4,CRUISE,3.2,0,3,0.6,0.8,4.8
gpt4,CRUNCH,5,1.8,1.8,0.8,0.4,1
gpt4,CURATOR,0.4,0,0.2,0,0,2
gpt4,CURIOSITY,0.8,0,0.6,3.4,0,1.6
gpt4,CURVE BALL,3.6,0,3.2,0.6,0.2,5
gpt4,DANCEFLOOR,3.4,0,2.2,2.6,0,3
gpt4,DANGEROUS,3,0,0.6,3,0,3.2
gpt4,DEAD ON,2.8,0,0,1.2,0,2.8
gpt4,DECAFFEINATE,0.4,3.8,0.4,2.2,0.4,0.4
gpt4,DECIPHERER,2.2,0,0.4,1,0,1
gpt4,DEEPENING,2.4,0,0.8,2.4,0,2.2
gpt4,DEFORMITY,1.4,0,1.2,2.4,0,3.6
gpt4,DEPLORED,2.2,0,1,3.8,0,0.2
gpt4,DEPLOY,2.8,0,0.4,1.2,0,2.8
gpt4,DEVILISHNESS,2.4,0,0.2,1.8,0,1.6
gpt4,DEW,0.2,1,2.4,1,3.8,3
gpt4,DIFFUSIBLE,0.8,0.2,1.4,0.6,2.4,1.4
gpt4,DILIGENCE,2.8,0,0,0.8,0,1.2
gpt4,DINNERTIME,2.8,4.2,0.6,2.4,3.2,3.2
gpt4,DIRECTIONALITY,1.2,0,1,1.2,0,1.8
gpt4,DISCOMBOBULATE,3.2,0,0.2,2.4,0,1.2
gpt4,DISCONTINUOUSLY,2,0,0.2,2.2,0,0.8
gpt4,DISHEVELMENT,1,0,1.2,1.4,0,2.8
gpt4,DISILLUSION,3,0,0,2.4,0,1.8
gpt4,DISORDERED,0.6,0,1.6,1.8,0,1.8
gpt4,DISTANCE,1.2,0,0.6,0.6,0,3.6
gpt4,DIVULGENCE,2.4,0,0.2,0.8,0,1
gpt4,DOMINATIVE,2.6,0,0,1.2,0,1.4
gpt4,DOUBLED,0.6,0,0.2,1.6,0,2.4
gpt4,DREAMFUL,1.6,0,1.2,4.4,0,1.6
gpt4,DRINKING WATER,3.2,4,2.8,4,0.4,2.4
gpt4,DRUNKENNESS,3.2,0.6,2,4,1.8,2.2
gpt4,DUFFEL BAG,0.4,0.2,2.8,0.6,1.4,2.8
gpt4,DUNCE,1.2,0,0.8,1.8,0,1.4
gpt4,EERILY,4.2,0,0,1.2,0,1.8
gpt4,ELECTROMAGNET,0.6,0,3,0.6,0,4
gpt4,ELFISH,2,0,1.2,0.6,0.2,3
gpt4,ENCHILADA,2,5,3.2,0.4,3.8,4.4
gpt4,ENGINE,4.8,0,3.6,0.6,1,3.6
gpt4,ENLISTMENT,1.4,0,0.6,1.4,0,1
gpt4,ENSEMBLE,4,0,0.2,1,0,3.6
gpt4,ERRANTLY,1.2,0,0.8,1.8,0,0.8
gpt4,ETHOLOGICAL,2.2,0,0.2,1.4,0,2
gpt4,EVILDOING,3.4,0,0.2,0.8,0,3.6
gpt4,EXECUTIONER,2.6,0,0.4,2.8,0,3.2
gpt4,EXPORTABLE,0.2,0,0.2,0.8,0,2
gpt4,EYE STRAIN,0.4,0,0.9,3.4,0,3.8
gpt4,FACE POWDER,0.8,0,4.8,0.8,2,3.2
gpt4,FALSEHEARTED,4,0.2,0.4,1.4,0.2,0.4
gpt4,FAMILIAR,3.4,0.6,2.8,2,1.2,2.8
gpt4,FLEABAG,0.6,0,1.6,1,2.2,2.4
gpt4,FLIMFLAM,2.6,0,0.2,1,0,0.8
gpt4,FLIRTER,2.8,0,1.6,1.2,0,2.7
gpt4,FLOTATION,0.8,0,1.6,1.6,0,1.6
gpt4,FLOURLESS,0.6,2,2.4,0.4,2.2,2.8
gpt4,FOOD ADDITIVE,0.8,4,0.8,1.6,2.8,1.2
gpt4,FORECLOSE,2.4,0,0,0.8,0,1.8
gpt4,FOUNTAIN,3.6,0,2,0.6,0.4,3
gpt4,FRAGILE,0.8,0,3.8,0.6,0,3.6
gpt4,FRICTIONLESS,0.4,0,1.8,0.4,0,0.6
gpt4,FRIVOLOUSNESS,2.2,0,0.4,1.4,0,2.6
gpt4,FRUIT,0.6,5,2.2,2.2,4.8,3
gpt4,FRUSTRATED,2.2,0,1.8,4.6,0,0.4
gpt4,GANJA,0.8,0.8,1.4,1.6,4.4,2.4
gpt4,GLISTENING,0.2,0,0.8,0.4,0,3
gpt4,GOLF CART,1.8,0,2,0.6,0,2.8
gpt4,GOOD HEALTH,2.2,0.8,1,3.8,0.4,2.8
gpt4,GRANULATOR,3,0,3.2,1.2,0,2.6
gpt4,GRAVY,1.2,4.8,1.4,1.6,3.8,2.8
gpt4,GRUMBLING,5,0,0.6,2,0,0.2
gpt4,HAMMERER,3.8,0,2.4,1.2,0,2.2
gpt4,HEARTHSTONE,2.4,0.4,3.8,0.4,1.2,3.8
gpt4,HEROINE,2.8,0,1.2,1.8,0.2,2.4
gpt4,HIBERNATE,0.6,0,0.4,3,0,2
gpt4,HIGH WIND,5,0,0.8,1.6,0,2
gpt4,HILLINESS,0.2,0,1.6,1,0,3
gpt4,HOMOGENIZE,0.6,0,0.8,1,0,1
gpt4,HOSPITABLE,2.4,0,1,1.4,0,2.2
gpt4,HOUSECOAT,0.8,0,1.8,0.4,0.6,3.2
gpt4,IMMEDIATE,0.8,0,0.8,3.2,0,1.8
gpt4,IMPERSONATE,4,0,0.2,0.4,0,4
gpt4,IMPETUOUS,3,0,0.2,2.4,0,1.4
gpt4,IMPLEMENTAL,0.4,0,0.8,1.4,0,1.6
gpt4,INAPPROPRIATENESS,2,0,0.2,1.4,0,1.4
gpt4,INARGUABLY,4,0.2,0.4,1.2,0.2,0.4
gpt4,INATTENTION,3,0,0.4,3.4,0,1.4
gpt4,INCONCLUSIVENESS,4,0.2,0.4,1.2,0.2,0.4
gpt4,INCONGRUENCE,1.2,0,0.4,2.6,0,1.2
gpt4,INDISPOSE,1.4,0,1.2,3.6,0,0.4
gpt4,INFORM,4.2,0,0.2,1,0,0.6
gpt4,INHALATION,2.8,0,0.4,5,4,0
gpt4,INJECTOR,1.4,0,3.6,2.8,0.2,2.8
gpt4,INNOVATE,2.8,0,0,0.8,0,1.8
gpt4,INSTRUMENT PANEL,1.6,0,1.4,0.6,0,3.8
gpt4,INSULATING,0.8,0,3.6,1,0,1.8
gpt4,INTEREST RATE,2.8,0,0.2,0.2,0,3.4
gpt4,INTERIM,3.8,0.2,0.4,1.2,0.2,0.4
gpt4,INTERNATIONALIST,1.2,0,0.2,0.6,0,1
gpt4,INTRUSIVELY,3.4,0,2.8,2.4,0,1.8
gpt4,INTUITIONAL,1.4,0,1.2,4.4,0,0.4
gpt4,INTUITIVELY,3.6,0.2,0.6,3.8,0.2,0.4
gpt4,INVARIABLENESS,1,0,0.8,2.2,0,1.2
gpt4,INVENTIVE,0.4,0,0.6,2.6,0,1.6
gpt4,IRRELEVANCY,1.4,0,0.4,1.6,0,1.2
gpt4,IRREVOCABLE,3.8,0.2,0.4,1.4,0.2,0.4
gpt4,JACKHAMMER,4,0,2.6,2.4,0,2.8
gpt4,JAGGEDNESS,0.6,0,1.8,0.8,0,3.8
gpt4,JUSTIFIABLENESS,4,0.2,0.4,1.4,0.2,0.4
gpt4,KNEED,0.4,0,3.8,3.6,0,1.6
gpt4,LAPSING,1.4,0,0.4,1.6,0,2.4
gpt4,LARCENIST,0.8,0,0,0.8,0,1.6
gpt4,LATCHING,3.4,0,4.4,0.4,0,3.4
gpt4,LEPRECHAUN,2.4,0,0,0.4,0,3.8
gpt4,LICENSEE,2.6,0,0.2,0.4,0,1.6
gpt4,LIP,0.4,1.2,5,1.6,0.2,2.8
gpt4,LIST,0.4,0,0.2,0,0,2.8
gpt4,LONGTIME,3.8,0,0.4,1.4,0.2,0.6
gpt4,LOSE,3.2,0,0,3,0,1.4
gpt4,LOW KEY,3.6,0,1.2,1.3,0,2.4
gpt4,MACHINELIKE,2.2,0,1.4,1.2,0.2,3.4
gpt4,MAIL,1.2,0,1.2,0.4,0.4,2.6
gpt4,MANGLE,2.6,0,1.4,1.8,0,2.8
gpt4,MANIFESTO,4.4,0,0.2,0.6,0,2.6
gpt4,MEDIATE,3.2,0,0,1,0,1.8
gpt4,MENOPAUSAL,2.6,0.2,0.4,5,0.4,0.4
gpt4,METH,0.6,1.2,0.6,3.6,1.6,2
gpt4,MICROBREW,2.2,4,0.6,0.4,4.2,3.2
gpt4,MISCELLANEOUS,4,0.2,0.4,0.8,0.2,1.6
gpt4,MODERATION,0.8,0,0.4,3,0,1.6
gpt4,MONOCHROME,0,0,0,0.2,0,5
gpt4,MONOGAMIST,2.2,0,1.2,1.4,0,1.6
gpt4,MUCKINESS,0.6,3.6,3,2.2,4.2,2.2
gpt4,MUNCHKIN,1.2,0.8,0.8,0.4,0,2
gpt4,MYSTICAL,2.6,0,1.6,1.8,0,2.2
gpt4,MYSTICALLY,3,0,1.6,1.7,0,1.8
gpt4,NEGATIVE,3,0,1,1.8,0,2.8
gpt4,NEUROPSYCHIATRIC,2.8,0,0,4,0,1.2
gpt4,NEWSREEL,4.1,0,0.2,0.2,0,3.8
gpt4,NIGHT SHIFT,1.6,0,1,3.2,0.2,1.2
gpt4,NIGHTSHIFT,2.8,0,1.4,2,0,2.6
gpt4,NONUNION,1.6,0,0.6,1,0,1.6
gpt4,NOTEPAD,0.4,0.2,2.8,0.2,0.2,2.8
gpt4,NUTRITIOUS,0.8,4,0.6,3.6,1.4,2.6
gpt4,ORDEAL,2.6,0,2.4,3.2,0,1.8
gpt4,OUTDATE,2.4,0,0,0.8,0,1.6
gpt4,OUTRAGEOUSLY,3,0,0.4,1.8,0,1.4
gpt4,OUTSTAND,0.8,0,0.6,0.8,0,1.6
gpt4,OVAL,0,0,0.6,0,0,3
gpt4,OVENWARE,0.4,1.2,2.6,0.6,1.4,2.8
gpt4,OVERCOMPENSATE,1.4,0,1.2,3.2,0,0.4
gpt4,OVEREAGER,2.8,0,0.4,2.8,0,1.4
gpt4,OVEREXTENSION,1.4,0,1,3.4,0,1
gpt4,PACED,2.4,0,1,2.4,0,2
gpt4,PAD,0.6,0,3.8,1.2,0,1.4
gpt4,PAINS,1.6,0.2,1.6,5,0.2,0
gpt4,PARATROOPS,2.8,0.2,1.2,1.6,0.2,2.8
gpt4,PASTA,1,5,3.2,0.4,3.4,3.8
gpt4,PASTIME,3.8,0.2,1.6,1.2,0.2,3.2
gpt4,PATTERNED,0,0,2.2,0.2,0,5
gpt4,PEACEMAKER,3,0,0.4,0.6,0,3.4
gpt4,PEDIATRICIAN,3.6,0,1.2,0.4,0.4,4.4
gpt4,PERCUSSION,4,0,1.6,1,0,1.8
gpt4,PHONE COMPANY,4.6,0,0.4,0.4,0,2.8
gpt4,PHONETICALLY,4,0,0,0.4,0,0.2
gpt4,PHOTOENGRAVING,0,0,1.8,0.2,0,5
gpt4,PIE,1,5,3.4,0.4,3.8,4.6
gpt4,PINE,0.8,0.8,1.2,0.8,4.8,2.6
gpt4,PLAINTIFF,2.8,0,0.2,0.6,0,2.6
gpt4,POKER GAME,2.4,0,2,1.4,0.2,2.8
gpt4,POLLUTER,1.8,0.2,0.2,1.6,4.4,2
gpt4,POMPOM,1.4,0,2.6,0.4,0,2.8
gpt4,PONTOON,2,0,1,0.6,0.2,3.6
gpt4,POOCH,3,0,4.2,0.4,3,4.6
gpt4,POSTING,1.6,0,0.8,0.6,0,1.8
gpt4,POTHOOK,0.4,0,2.4,0.4,0,2.4
gpt4,PREGNANCY,0,0,2,5,0.2,1.6
gpt4,PRETENSE,3.8,0,0.2,1.2,0,1.4
gpt4,PRICKLING,0.6,0.2,2,4.8,0,0.4
gpt4,PROCLAMATION,3.4,0,0.2,0.6,0,0.8
gpt4,PRODUCTIVENESS,2.4,0,0.6,2.2,0,2.6
gpt4,PROPHYLACTIC,1.6,0,2.4,1,0,2.6
gpt4,PUNITIVE,0.8,0,0.2,3,0,1.2
gpt4,PUT OFF,1.4,0,1.6,3.6,0,0.6
gpt4,PYROTECHNICAL,3.6,0.2,2,0.6,0.6,4.8
gpt4,RAKING,4,0,4.6,0.4,0.4,4.4
gpt4,REDELIVERY,2.6,0,0.4,1.4,0,3
gpt4,REDNECK,1.8,0.2,0.2,0.8,0.2,2.2
gpt4,REFLEX,0.8,0,1.6,4.6,0,1.4
gpt4,REFRESHMENT,2.8,3.2,3.6,4,3,3.2
gpt4,REGIONAL,1.6,0,0.8,1,0,1.8
gpt4,REGULATED,0.4,0,0.2,2.2,0,1.4
gpt4,REPORTABLE,3,0,0.2,1.2,0,1.8
gpt4,REPUTED,3.8,0,0.2,1,0,0.4
gpt4,RESTFUL,1.2,0,1.8,4.4,0,1.2
gpt4,RESULTANT,3.8,0.2,0.4,1.2,0.2,0.4
gpt4,REVOKE,2.2,0,0.2,1.8,0,0.6
gpt4,RIDDANCE,2.6,0,0,1.2,0,1.6
gpt4,RUGBY,4,0,3.6,0.8,1,4.8
gpt4,RULE,3.2,0,0,0.4,0,2
gpt4,RUNTIME,1.2,0,0.2,2,0,1.6
gpt4,SANDBOX,1.2,0,1.8,0.4,1,3.6
gpt4,SAUERKRAUT,0.8,5,3,0.4,3.8,3.8
gpt4,SAVE,1.8,0,0.8,2.2,0,1.4
gpt4,SCORELESS,2.8,0,0.4,1,0,2.6
gpt4,SECTIONAL,0.2,0,2,0.2,0,2.6
gpt4,SEEPED,1.2,0.4,3.2,0.6,0.4,3.6
gpt4,SEISMIC,2,0,3,3.8,0,1.8
gpt4,SERENDIPITOUS,1.4,0,1,2,0,0.8
gpt4,SETTLING,2,0,1.6,1.2,0,1.8
gpt4,SHANTY,3.7,0,1.9,0.8,1.4,3.2
gpt4,SHIN,0,0,3.6,3,0,2.6
gpt4,SINGLENESS,2.4,0,0,1,0,1.8
gpt4,SKIPPING,2.6,0,1.4,2.8,0,3.2
gpt4,SLEEPING BEAUTY,1.8,0,0.6,1.8,0,3.6
gpt4,SMALL HOURS,4,0.2,0.4,1.2,0.2,1.4
gpt4,SMARTCARD,1.6,0,3.4,0.6,0,3.4
gpt4,SMELLINESS,0,0,0,0.4,4,0
gpt4,SMOKEHOUSE,2.4,0.2,1,0.8,4.8,3
gpt4,SNAKE CHARMER,4.2,0,1.6,1,0.4,3.4
gpt4,SNATCHER,2.8,0,0.8,1.6,0,3
gpt4,SNUFF,1.4,2.8,1.4,0.6,4,0.2
gpt4,SOOTHSAYING,3.4,0,0,1.2,0,1
gpt4,SPAMMER,1,0,0,0.2,0,1.6
gpt4,SPASM,1.2,0,3,4,0,0.8
gpt4,SPEARING,2.5,0,3.9,1,0,3.2
gpt4,SPIRITLESSLY,3.8,0.2,0.2,2.4,0.2,0.4
gpt4,SPLITTING,3.8,0.2,3.8,0.6,0,4
gpt4,SPONGE,0.8,1.4,2,0.8,1.6,3.4
gpt4,SQUEEZER,1.2,0,4,0.8,0,1.2
gpt4,STAMPING,4.6,0,4.2,1.2,0,3.2
gpt4,STATICALLY,3.6,0,1.4,0.8,0,1.2
gpt4,STEAK,0.8,5,1.6,2.2,4,3.2
gpt4,STRENUOUSLY,3.8,0.2,0.6,4.6,0.2,0.4
gpt4,STRIKER,3,0,0.6,1.4,0,3.2
gpt4,STUPEFY,2,0,0.4,2.8,0,0.4
gpt4,SUAVELY,3.5,0,1.2,0.8,0,1.2
gpt4,SUGGESTING,3.6,0,0,1,0,1.4
gpt4,SUMMARIZE,3.8,0,0.2,1,0,0.6
gpt4,SUNBATHER,0.6,0.2,3.4,0.6,0.6,5
gpt4,SURPASS,0.2,0,0.2,2.6,0,1.6
gpt4,TALENTED,3,0,0.2,1,0,2.8
gpt4,TALKING,5,0,0,0.6,0,1.6
gpt4,TASTEFULNESS,1,2,0.6,0.2,0.6,2
gpt4,TEATIME,1.4,1.4,0.6,2.2,0.4,1.6
gpt4,TEENAGED,3,0,0,2.6,0,2
gpt4,TELEPORTATION,2,0,0.6,1.8,0,2.4
gpt4,TELETYPEWRITER,4,0,1.2,0.2,0,3.6
gpt4,THAW,1.2,0,1.6,2.6,0.6,2.6
gpt4,THORNILY,0.4,0,2,2.2,0.2,1
gpt4,THRILLER,4.5,0,0.8,1.6,0.2,3
gpt4,THRILLING,2,0,1.6,3.8,0,0.8
gpt4,TIN,0.6,0.4,2.4,0.2,0.2,2.2
gpt4,TIRELESS,3.8,0.2,0.4,2.6,0.2,0.4
gpt4,TO,3.8,0,0.2,0.8,0,1.4
gpt4,TOGA,0.4,0,3.6,0.2,0,4.8
gpt4,TOUR GUIDE,4,0,0.6,0.4,0.2,4.2
gpt4,TOWEL RAIL,0,0,3,0.2,0,2.6
gpt4,TRACTION,0.2,0,3.6,1.2,0,1
gpt4,TRANSFORMING,1,0,1,1.6,0,1.8
gpt4,TRANSLUCENCY,0,0,0,0.2,0,3
gpt4,TRANSPARENT,0,0,0,0,0,3
gpt4,TRAVELED,2.8,0,2.8,2,0,3.2
gpt4,TRUCK STOP,4,0,2,1,2.4,3.8
gpt4,TUBING,1.6,0,4.2,1,0.2,3
gpt4,UNAPPROACHABLE,2.2,0,0.6,0.6,0,3.6
gpt4,UNBIASED,3.8,0,0.2,1.2,0,0.4
gpt4,UNCONNECTED,1.6,0,0.4,1.6,0,2
gpt4,UNCONTAINED,2.4,0,1.8,1.6,0,2.2
gpt4,UNDERRATE,1.6,0,0.6,2.2,0,1.2
gpt4,UNDERWRITER,1.2,0,0.2,1,0,1.2
gpt4,UNDILUTED,0.6,3.4,3,0.6,1.4,2.8
gpt4,UNEVALUATED,1,0,0.6,1.6,0,1.2
gpt4,UNIMAGINABLY,3.8,0.2,1.4,2.4,0.2,2.4
gpt4,UNNERVED,1.8,0,1.4,4.4,0,0.2
gpt4,UNNOTED,2.4,0,0,1,0,1.4
gpt4,UNSATURATED,0.8,0.8,0.2,1.2,0,2.8
gpt4,UNSENTIMENTALLY,4,0.2,0.4,1.4,0.2,0.4
gpt4,UNSHAPELY,0,0,2,1,0,2.8
gpt4,UNWARRANTEDLY,2.4,0,0,1.2,0,0.2
gpt4,UNWORLDLY,1.2,0,0.2,2.4,0,1.6
gpt4,UPROARIOUSLY,4.6,0,0,1.8,0,0.4
gpt4,UROLOGIST,2.8,0,0.4,2.6,0,2.6
gpt4,VACCINATE,1.2,0,2.2,4,0,2.2
gpt4,VALUE SYSTEM,3.8,0,0.2,2.4,0,0.6
gpt4,VERBALIZATION,5,0,0.2,0.6,0,0.4
gpt4,VIDEOCONFERENCE,3.8,0,0.2,0.4,0,3
gpt4,VISION,0,0,0,0,0,3
gpt4,VOW,4.4,0,0.2,1.4,0,1.6
gpt4,WAKEFULNESS,2.8,0.2,0.6,4.8,0.2,0.4
gpt4,WANDERER,2.6,0,0.6,2.8,0,2.8
gpt4,WATCHFULLY,0,0,0.2,0.4,0,5
gpt4,WATER SOFTENER,1.2,0.2,1,0.8,0.4,2.4
gpt4,WED,3.4,0.2,2.7,2,0.8,3
gpt4,WHATEVER,4,0.2,0.4,1,0.2,0.4
gpt4,WIGGLER,0.6,0,1.2,1,0,2.4
gpt4,WINE,1.2,5,0.6,2.2,4.2,3
gpt4,WITHSTOOD,2.8,0,1.8,1.8,0,1.8
gpt4,WORKTABLE,0.6,0,1.6,0.4,0,3.6
gpt4,YANK,1.2,0,3,3.4,0,1.8
gpt4o,ACOUSTICAL,5,0,0.4,0,0,1.2
gpt4o,ACT ON,0.4,0,0.6,1.2,0,0.4
gpt4o,ADMINISTRATION,1.8,0,0,0.2,0,1.6
gpt4o,AFFIRMATIVELY,2.6,0.6,0.4,1.2,0,0.2
gpt4o,AGGREGATIVE,0.6,0,1,0.8,0,2.4
gpt4o,AGONIZINGLY,1.4,0.2,1.6,3.6,0,0.2
gpt4o,AIMLESSLY,0.2,0,0,0.2,0,0.4
gpt4o,AIRBAG,0.8,0,0,1,0,2
gpt4o,ALMOND,0.4,3.4,2.2,1,3.2,2.8
gpt4o,ALTERCATION,4,0.2,1.4,0.4,0,2
gpt4o,ANGELICALLY,2.4,0.8,0.2,0.6,0,1.8
gpt4o,APPEASE,0.2,0,0.8,1.6,0,0.6
gpt4o,APPREHENSIBILITY,1,0,0.6,0,0,1
gpt4o,ARDENTLY,1,0,1.2,0.2,0,1.2
gpt4o,ASHTRAY,0.2,0.8,1.4,0,3.4,1.8
gpt4o,ASSESSED,1.8,0.6,0.4,1.2,0,0.6
gpt4o,ASSESSOR,1.6,0,0.4,0.2,0,1.8
gpt4o,ATONE,1.4,0,0.8,1,0,1.8
gpt4o,ATTACHMENT,0.2,0,3.4,1.8,0,1
gpt4o,AUDITORY,5,0,0.4,0,0,1.2
gpt4o,AUGMENT,0.6,0,1.4,0.8,0,2.8
gpt4o,AWARE,1.8,0.4,0.4,3.4,0,0.8
gpt4o,BALE,0.2,0,3.2,0.2,0.2,2.2
gpt4o,BARBARIC,1,0,2.2,1,0,3
gpt4o,BARRED,0.2,0,2.2,0.2,0,1.2
gpt4o,BED,0.4,0.2,4.4,0.6,1,3
gpt4o,BELIEVING,1.6,0,0.6,1.2,0,2.2
gpt4o,BELL TOWER,4,0,1,0,0.8,3.2
gpt4o,BEYOND,0.2,0,0.2,0.4,0,1
gpt4o,BIBLIOGRAPHICALLY,1,0,0.2,0,0,3.2
gpt4o,BLASPHEMOUSLY,2.2,0,0.4,0.8,0,2
gpt4o,BLOCK,0.6,0,0,0.2,0,3
gpt4o,BLOODTHIRSTILY,1.2,0,0.2,1.2,0,0.6
gpt4o,BLUISHNESS,0,0,0,0,0,5
gpt4o,BOOKBAG,0.4,0,3,0,1,3
gpt4o,BOTANICALLY,0.4,0,0.6,0.2,1.2,3.8
gpt4o,BOTH,0.2,0,0.8,0,0,1.8
gpt4o,BRAISED,0.8,2.8,1,1.4,2.4,1
gpt4o,BREEZELESS,1,0,0.8,0.4,0.4,1.6
gpt4o,BUFFALO,2.6,1.6,2.4,0.8,2.6,2.8
gpt4o,BULLISHNESS,1.2,0,0.8,2.4,0,0.2
gpt4o,BUNTED,0.8,0,1.4,0.4,0,1.8
gpt4o,BUTTERSCOTCH,0.2,4,1.2,0.4,1.8,1
gpt4o,BUTTERY,0.8,4,1.2,0.6,3.8,2
gpt4o,CAKE PAN,0.4,0.6,3,0,1,3
gpt4o,CAMP,2,0.2,3,1.8,1.6,3.2
gpt4o,CANNOT,1,0,0.6,0,0,0.8
gpt4o,CARMAKER,1,0,0,0.2,0,3
gpt4o,CASTLED,0.6,0,1.6,0.2,0,4
gpt4o,CATEGORY,1.4,0,0.2,0.2,0,2.2
gpt4o,CAUSER,0.8,0,0,0.4,0,0.4
gpt4o,CENTERPIECES,0,0,2,0,1,4
gpt4o,CENTRALIST,1,0,0.4,0,0,1
gpt4o,CHAUVINISM,0.8,0,0.8,0.6,0,2
gpt4o,CHILI PEPPER,0.2,5,1.8,0.6,4,2.2
gpt4o,CHRISTEN,1.4,0,1.6,1.2,0,2.4
gpt4o,CHRONICALLY,1.2,0,0.4,1.4,0,2
gpt4o,CHUNK,0.2,0,3.2,0.2,0.2,2
gpt4o,CIRCULAR,0,0,1.6,0,0,3.4
gpt4o,CIVILIZING,1.4,0.6,0.8,1.8,0,0.2
gpt4o,CLANK,4.4,0,1,0,0,1.2
gpt4o,CLEANING LADY,1.2,0,3.4,0.8,0.2,2.8
gpt4o,CLOAKED,0.2,0,1.6,0.2,0,3
gpt4o,COACHWORK,0.8,0,0,0,0,3.6
gpt4o,COASTWARD,0.6,0,1.2,0.6,0.2,3.8
gpt4o,COHERE,0,0,1.8,0.6,0,0.6
gpt4o,COMPLETE,0.8,0,0.6,0.2,0,1.8
gpt4o,COMPREHENDINGLY,0.8,0,0.4,0.2,0,1
