source,word,foot_leg,hand_arm,head,mouth,torso
gpt4,CORPSE,0,1.897,2,0,1.897
gpt4,CRACKERS,0,0.4,0.551,0.894,0.49
gpt4,CRITTER,0,0,0,0,0
gpt4,CULMINATION,0.39,0.39,0.456,0.4,0.42
gpt4,CURATIVE,0.39,0.4,0.39,0.39,1.897
gpt4,CUTLET,0,0.4,0.31,0.894,0.894
gpt4,DEACTIVATION,0,2,0,0,0
gpt4,DEBARK,1.844,2.449,1.949,0,0
gpt4,DECADENT,0.379,1.939,1.409,1.414,0.98
gpt4,DECENTNESS,0,0.39,0.39,0,0.379
gpt4,DECORATIVE,0,2,0,0,0
gpt4,DEFERRED,0,0.759,0.8,0.8,0.759
gpt4,DEFINITELY,0.759,1.2,0,1.138,0.8
gpt4,DEFINITIVE,0,0.759,0.8,0.8,0.759
gpt4,DEFORMED,0.78,1.748,1.96,1.265,1.897
gpt4,DEGREASER,1.17,0.894,0.8,0.39,0
gpt4,DEMOGRAPHICALLY,0,0.759,0.8,0.8,0.759
gpt4,DEODORANT,0.39,0.894,2.059,0.39,2.098
gpt4,DEPARTMENTALIZE,0.39,2.315,1.483,0.39,1.518
gpt4,DEPRECIATIVELY,0,0,2,2,1.844
gpt4,DETACHER,0,1.117,0,0,0
gpt4,DISENTANGLEMENT,0.522,1.308,0.41,0.4,0.894
gpt4,DISORIENT,0.456,0.912,0.4,0,0.738
gpt4,DISPROOF,0,0.759,0.8,0.8,0.759
gpt4,DISRESPECTFUL,1.949,2.245,1.857,2.28,1.897
gpt4,DISSECT,1.17,0.894,1.2,0.39,0
gpt4,DOGLIKE,2.28,2.098,2.449,2.245,2.098
gpt4,DOUGH,0,0.4,0.551,0.934,0.748
gpt4,DOZE,0.39,0,0.4,0.4,1.844
gpt4,DRAGGED,1.897,0,0,0,0
gpt4,DREARILY,0.759,1.2,0,0.379,0.8
gpt4,DRUDGE,0.934,0.894,2.059,0.4,1.644
gpt4,DRY CLEANER,0,0.894,0,0.4,0
gpt4,EARLY,0,0,0,0,0
gpt4,ECONOMY,0,0,0,0,0
gpt4,EIGHT,0.39,1.939,0.39,0.39,0
gpt4,ELECTROMETER,0.78,0.894,1.2,0.39,0
gpt4,EMERGENCY EXIT,1.549,2.04,0,0.379,1.549
gpt4,EMULATOR,0,1.949,0,0,0
gpt4,ENGAGED,0,0.759,0.8,0.8,0.759
gpt4,ENTRENCHMENT,0.759,1.2,0,0.379,0.8
gpt4,ENTREPRENEURSHIP,0.39,1.939,0.39,0.39,0
gpt4,EPILEPSY,2.28,1.549,2.449,2.059,1.897
gpt4,EROGENOUS,2.049,1.6,0.894,1.706,1.85
gpt4,EVOLVEMENT,0.759,0.8,0,0.759,0.8
gpt4,EXCOMMUNICABLE,0.379,0.8,0,0.379,0.8
gpt4,EXPRESSION,0,1.939,1.549,1.414,1.855
gpt4,EXTENDIBILITY,2.28,2.28,0,0,0
gpt4,EXTENSIVELY,0.759,1.2,0,0.379,0.8
gpt4,EXTRACTIVE,0,2,0,0,0
gpt4,EXTREMISM,0,0.759,0.8,0.8,0.759
gpt4,EYE DROPS,0.78,0.894,0,0.39,0
gpt4,EYEWASH,0.39,0.894,0,0.39,0
gpt4,FACTORY,0,0.4,0,0.379,0.4
gpt4,FANGED,0,0.49,1.673,0.894,0.4
gpt4,FAT CAT,0,0,0,0,0
gpt4,FIENDLIKE,0.39,1.784,1.939,1.166,1.897
gpt4,FILMGOER,0,0.4,0,0.379,0.4
gpt4,FIND,1.863,0.921,2.04,0.4,1.106
gpt4,FIREBOAT,0,2,0,0,0
gpt4,FIRECRACKER,1.706,0.934,0.8,0,0
gpt4,FLAMMABLE,0.759,1.2,0,0.379,0.8
gpt4,FLUTE,0,0,1.051,0.894,0.4
gpt4,FOODSTUFF,0,0.8,0.551,0.894,0.49
gpt4,FORBIDDINGLY,0,0.759,0.8,0.8,0.759
gpt4,FORMALLY,0,0.759,0.8,0.8,0.759
gpt4,FOSTER,0,0,0,1.949,0
gpt4,FRIDAY,0.39,0.4,0.39,0.39,0
gpt4,FROWN,0,0.8,1.549,1.699,0.8
gpt4,FRUIT SALAD,0,0.4,0.551,0.934,0.748
gpt4,FUMIGANT,0.39,1.939,0.39,2.28,0
gpt4,FUNERAL HOME,0.39,0.456,0.456,0,0.379
gpt4,GARTER BELT,1.844,2,0,0,2
gpt4,GHASTLY,0.39,0.39,0.456,0.49,0.42
gpt4,GOOGLE,0,1.699,0.41,0,0.379
gpt4,GRADER,0,2,0,0.379,0.4
gpt4,GRANDBABY,1.863,1.863,1.711,1.855,1.784
gpt4,GREENISH,0.39,0.39,0.4,0.39,0
gpt4,GULP,0,1.855,0.894,0.894,1.549
gpt4,GUSHINESS,0.39,1.939,0.39,2.28,0
gpt4,HAILSTORM,0.657,0.657,0.8,0.4,0
gpt4,HALFCOCKED,0.39,0.456,0.41,1.549,0.42
gpt4,HAPPEN,0.456,0.456,0.41,0.49,0.42
gpt4,HARM,1.972,1.6,1.972,0.39,0.704
gpt4,HAVOC,1.857,1.654,2.245,1.96,1.897
gpt4,HEMOPHILIA,0,0,0,0,2
gpt4,HETEROSEXUAL,0.39,0.4,0.39,0.39,1.897
gpt4,HIGHHANDED,0,1.784,0.4,0,0.379
gpt4,HIMSELF,1.949,2.449,2.28,2.28,1.897
gpt4,HINDRANCE,0.759,1.2,0,0.379,0.8
gpt4,HOMESTEAD,1.949,1.949,0,0,0
gpt4,HOUSEMASTER,0.379,1.2,0,0.379,0.8
gpt4,HYSTERIC,0.704,1.744,2.098,0.934,1.855
gpt4,ICING,0,0.8,0.31,0.894,0.49
gpt4,ILLNESS,0.704,1.855,1.793,1.062,1.96
gpt4,IMMIGRANT,0.456,0.456,0.41,0.49,0.42
gpt4,IMPOLITE,1.138,1.96,1.914,1.145,1.02
gpt4,INAUDIBILITY,0,1.897,0,2,0
gpt4,INAUGURAL,0.39,0.456,0.41,0.49,0.42
gpt4,INDIRECTLY,0.704,0.8,0.39,0.759,0.8
gpt4,INFLAMER,0.759,0.8,0,1.138,0.8
gpt4,INFLAMING,0.379,1.789,1.793,1.095,1.855
gpt4,INFLEXIBLY,0.39,0.39,0.456,0.4,0.42
gpt4,INSTITUTIONAL,0.39,0.39,0.8,0.39,0
gpt4,INSTRUMENTALLY,0,2.098,0.4,0.4,0.379
gpt4,INTERCEPT,2.049,1.491,1.549,0.8,1.518
gpt4,INTERGROWTH,0.39,0.78,0.8,0.39,0
gpt4,INTERN,0.39,1.051,1.166,1.2,1.138
gpt4,INTERNALIZATION,0,0,0,0,2
gpt4,INTOXICATING,0.379,2.059,1.502,1.117,1.72
gpt4,KEEL,1.17,1.17,0.8,0.39,0
gpt4,KEYCARD,0.78,0.894,1.2,0.39,0
gpt4,KIND,0.759,1.855,1.793,0.498,1.166
gpt4,KLUTZINESS,1.389,1.342,1.414,0.8,1.103
gpt4,LAG,1.518,0.8,0,0,0.4
gpt4,LASER,0.379,2,0,0.379,0.4
gpt4,LEAFLET,0,1.117,0.4,0.4,0
gpt4,LEANNESS,1.863,0.456,0.39,0,1.654
gpt4,LESSENING,0.78,0.754,0,0,0
gpt4,LIGHT BEAM,0.39,0.39,2.059,0.39,0
gpt4,LIGHTLESS,0.39,0.39,0.4,0.39,0
gpt4,LIGHTSWITCH,0.78,0.894,1.2,0.39,0
gpt4,LINGUAL,0,0.49,1.554,0.894,0.4
gpt4,LIPID,0,0.39,1.949,0,0
gpt4,LIVER,0,0,0,0,1.549
gpt4,LOGROLLING,1.897,2.449,0,0,2
gpt4,LOOPING,1.389,0.894,1.96,0.39,1.897
gpt4,LOOSELY,0.759,2.227,0,0.759,0.8
gpt4,LOOSENESS,1.863,1.57,1.166,1.166,1.138
gpt4,LUSTROUSLY,0.759,0.8,0,0.379,0.8
gpt4,MAKEOVER,1.949,1.389,1.61,1.549,1.63
gpt4,MANLY,1.11,1.939,1.11,0.39,1.793
gpt4,MARBLING,0,2,0,0,0
gpt4,MARRIED,0,0.759,0.8,0.8,0.759
gpt4,MAY,0,0,0,1.949,0
gpt4,MEAL,0,0.4,0.894,0.894,0.748
gpt4,MEGAWATT,0,0,0,0,0
gpt4,MICROCOMPUTER,0.78,0.894,2.059,0.39,0
gpt4,MIDTERM,0,1.972,2.059,0,0
gpt4,MIRTH,0,1.095,2.227,2,1.748
gpt4,MISAPPROPRIATE,0.456,0.456,0.41,0.49,0.42
gpt4,MISCHARACTERIZE,0,1.855,1.793,1.389,0.8
gpt4,MONEYMAKER,0.39,1.939,0.39,0.39,0
gpt4,MONOCLE,0,2.449,0.894,0,0
gpt4,MOVE ON,0.894,0.921,2.315,0,1.644
gpt4,MULL OVER,0,0,0.894,2.28,0
gpt4,MULTISPECIES,0,0.4,0,0.379,0.4
gpt4,NATIONALISM,0.39,0.4,0.39,0.39,0
gpt4,NEARSIGHTEDNESS,0.39,0.39,0,0.39,0
gpt4,NEEDS,0,1.138,1.2,1.2,1.138
gpt4,NEWSMONGER,0.39,1.939,0.39,1.863,0
gpt4,NONCURRENT,0,0,0,0,0
gpt4,NONPRODUCTIVELY,0.39,0.4,0.39,0.39,0
gpt4,NONRESISTANT,0.759,0.8,0,0.379,0.8
gpt4,NONSOCIAL,0.39,0.4,0.39,0.39,0
gpt4,NOSEPIECE,0.39,2.049,0,0.39,0
gpt4,NOUN,0.39,0.4,0.39,0.39,0
gpt4,OLD FASHIONED,0,0.759,0.8,0.8,0.759
gpt4,OSCILLATE,1.207,1.939,0.39,0.379,1.72
gpt4,OUGHT,0,0,0,1.949,0
gpt4,OUTPOUR,0.39,2.098,0.39,2.28,0
gpt4,OUTRUN,1.897,2,0,0,0
gpt4,OUTTAKE,0.39,0.456,0.41,0.49,0.42
gpt4,PAPYRUS,0,2.449,0,1.949,0
gpt4,PARTYGOER,1.793,2,2.098,0.955,1.96
gpt4,PASSENGER SHIP,0,0,0,0,0
gpt4,PATIO,0.39,0.39,0.4,0.39,0
gpt4,PEEWEE,0,0,0,0,0
gpt4,PERCEPTIBLY,0.704,1.166,0.39,0.759,0.8
gpt4,PERILOUSLY,0.456,0.456,0.41,0.4,0.42
gpt4,PERSISTENT,0,0.759,0.8,0.8,0.759
gpt4,PESSIMISM,0.39,0.4,0.39,0.39,0
gpt4,PLACENTA,0,0,0,0,2
gpt4,POLITICIAN,0.39,1.939,0.39,1.863,0
gpt4,POSTMODERNIST,0.39,0.78,1.2,0.39,0
gpt4,PRECARIOUS,1.931,0.78,1.939,0,1.844
gpt4,PRECOLLEGE,0,0,0,0,0
gpt4,PREDATOR,1.863,1.85,2.315,1.166,1.897
gpt4,PREMARITAL,0,0.759,0.8,0.8,0.759
gpt4,PRIME,0,0,0,0,0
gpt4,PRIMITIVE,0,0.759,0.8,0.8,0.759
gpt4,PROBATION OFFICER,0.39,1.939,0.39,0.39,0
gpt4,PROHIBIT,0,1.939,1.793,0.498,1.02
gpt4,PROP UP,0,0,0,0,2.449
gpt4,PROTESTOR,1.051,2,2.098,1.062,1.96
gpt4,PRUDISHNESS,0,0.759,0.8,0.8,0.759
gpt4,PSYCHO,1.949,2,1.949,1.949,1.897
gpt4,QUILL,0,2,0,0,0
gpt4,REBUILD,1.389,0.894,0,0,1.644
gpt4,RECONNECT,0.754,2.449,1.11,0.39,1.138
gpt4,REEDUCATION,0.39,0.456,1.746,0.49,0.42
gpt4,REGENERATE,1.748,2.059,1.949,0.379,1.96
gpt4,REGRESSION,0.759,0.8,0,0.379,0.8
gpt4,REINITIATE,0.39,1.11,0.41,0.4,0.704
gpt4,RESIDUAL,0,0,0,0,0
gpt4,REVIVING,0.704,1.855,1.914,1.411,1.939
gpt4,REWARD,0,0.759,0.8,0.8,0.759
gpt4,REWASH,1.117,0.894,0.8,0.39,1.897
gpt4,RHINO,0.39,0.39,0.4,0.39,0
gpt4,RINGING,0.379,2,2.28,1.138,0.4
gpt4,RIPEN,0,0,0,0,0
gpt4,ROAMING,1.897,2,1.949,0,0
gpt4,ROCKSTAR,1.748,2,2.098,0.853,1.96
gpt4,SACREDNESS,0,0.39,0.39,0.4,0.379
gpt4,SADLY,0,1.72,2.098,1.521,1.72
gpt4,SAFFLOWER,0,0.4,0,1.784,0
gpt4,SALTING,0.39,2.227,1.863,0.894,0
gpt4,SANDBLASTER,0,2,0,0,0
gpt4,SCAPEGOAT,0.39,0.4,0.39,0.39,0
gpt4,SCRUPULOUSLY,0.379,1.855,1.502,0.775,1.166
gpt4,SEALER,1.17,0.894,0.8,0.39,0
gpt4,SEEDER,0,2,0,0,0
gpt4,SENILE,0.78,0.78,1.6,0.78,0
gpt4,SEPTEMBER,0.39,0.39,0.4,0.39,0
gpt4,SEXPLOITATION,0.39,0.4,0.39,0.39,1.897
gpt4,SHARPENER,0.78,0.894,0.8,0.39,0
gpt4,SHED,1.949,2.077,0.8,0.39,0
gpt4,SHENANIGAN,0.754,1.939,0.456,0.39,0.379
gpt4,SHIRTLESS,0.39,0.39,1.939,0.39,1.549
gpt4,SHIVERING,1.389,1.481,1.308,0.8,1.549
gpt4,SHUTTERBUG,0,2,0,1.949,0
gpt4,SIEVE,0,0,0,0,0
gpt4,SILLY,1.051,1.96,2.098,1.135,1.47
gpt4,SILVERSMITH,1.559,0.894,0.8,0.39,0
gpt4,SKIRTED,1.389,1.612,0,0,1.897
gpt4,SLOUCH,1.507,1.949,1.549,0.39,1.549
gpt4,SNIPPING,0,0.894,0.456,0,0
gpt4,SNUFFBOX,0.39,1.6,2.096,2.049,0
gpt4,SOLICITOR,0,1.939,1.914,0.934,1.02
gpt4,SPANK,1.931,0.894,1.2,0.39,2.098
gpt4,SPARE PARTS,0,2.449,0,0,0
gpt4,SPECIALTY,0.759,1.2,0,0.759,0.8
gpt4,SPINDLING,1.972,1.117,0.8,0.39,0
gpt4,SPINOUT,1.897,2.315,0,0,1.2
gpt4,STEREO,0.78,2.049,1.96,0.39,0
gpt4,STEW,0,0.4,0.894,0.894,0.49
gpt4,STREAMLINED,0.39,0.39,0,0,0
gpt4,SUBSTITUTING,0.39,0.704,0.8,0.8,0.759
gpt4,SUNDRESS,0,2,0,0,2
gpt4,SUPERIORLY,0.379,1.72,1.793,0.775,1.327
gpt4,SUPPOSITORY,0.39,1.863,0.4,0.39,1.549
gpt4,SURPRISED,0.379,1.855,1.549,1.414,1.327
gpt4,SUSTAINABLE,0.759,1.2,0,0.379,1.2
gpt4,SWIFTLY,1.92,1.764,2,0,1.844
gpt4,SYNCHRONIZED,1.931,2.315,1.92,2.28,1.793
gpt4,SYNDICATION,0,0,0,0,0
gpt4,TABLEWARE,0,0,0,0.379,0
gpt4,TAKE,0.41,0.894,0.41,0.4,0.379
gpt4,TALLER,1.863,0.39,1.939,0.39,0
gpt4,TARPAPER,1.368,1.117,0.8,0.39,0
gpt4,THICKHEADED,0.39,0.39,2.049,0.4,0.42
gpt4,TIARA,0,2,0.894,0,0
gpt4,TRACKER,1.711,0.657,0.41,0.49,0.42
gpt4,TRANQUIL,0,0.759,0.8,0.8,0.759
gpt4,TUNNEL VISION,0,0,0,0,0
gpt4,TURMOIL,0.39,0.4,0.39,0.39,1.897
gpt4,TYPOGRAPHER,0,2,0,0.379,0.4
gpt4,UNAMBIGUOUSLY,0.39,0.4,1.11,1.863,0
gpt4,UNCONFORMITY,0,0.759,0.8,0.8,0.759
gpt4,UNCONTROLLED,1.857,1.654,2.245,1.96,1.897
gpt4,UNDERNUTRITION,0.759,1.939,1.748,1.947,1.939
gpt4,UNDERSTANDINGLY,0.39,0.456,1.746,0.4,0.42
gpt4,UNFOUNDEDLY,0,0,0,0,0
gpt4,UNHEALTHFUL,1.949,2,1.863,1.949,1.897
gpt4,UNINTERRUPTIBLE,0.39,1.939,0.39,0.39,0
gpt4,UNKNOWABLY,0.759,0.8,0,0.379,0.8
gpt4,UNLOCKED,0,0,0,0,0
gpt4,UNMANAGEABLY,1.051,1.549,0.39,0.379,0.8
gpt4,UNPURIFIED,0,0.759,0.8,0.8,0.759
gpt4,UNRUSHED,0,0.759,0.8,0.8,0.759
gpt4,UNSKILLED,0.39,1.939,0.39,0.39,0
gpt4,UNTHINKING,0,0.759,0.8,0.8,0.759
gpt4,UNTIDY,2.28,1.389,0.4,0,0
gpt4,UNTURNED,0.78,0.78,0.8,0.39,0
gpt4,UNVEILING,0.456,1.411,0.41,0.4,0.31
gpt4,UNVISITED,0.759,0.8,0,0.379,0.8
gpt4,VALIANTLY,0.759,2,0,0.379,1.2
gpt4,VENDINGMACHINE,0,2.449,0,0,0
gpt4,VICIOUS,1.949,2.449,1.949,0.39,0
gpt4,VILLA,0,0,0,0,0
gpt4,VOLATILITY,0.379,1.2,0,0.379,0.4
gpt4,WARPING,2.077,2.049,1.2,0.39,2.098
gpt4,WASHED OUT,1.972,1.117,0.4,0,0
gpt4,WATCH OVER,1.17,2.28,0,0.39,0
gpt4,WATER METER,0,2.449,0,0,0
gpt4,WAYWARD,0.39,0.39,0.456,0.4,0.42
gpt4,WEATHERTIGHT,0,0.39,0.39,0,0.379
gpt4,WEBBING,1.17,0.894,0.8,0.39,0
gpt4,WHITEFISH,0,2.227,0.31,2.096,0.8
gpt4,WHOOPING,0,0.748,1.491,0.894,1.673
gpt4,WISTFUL,0.759,0.8,0,0.759,0.8
gpt4,WORSEN,0.39,1.051,1.166,1.166,1.138
gpt4,WRAITHLIKE,0.759,0.8,0,0.379,0.8
gpt4,WRITHE,1.391,0.4,2.049,0.379,1.939
gpt4,YIPPEE,0.379,1.897,1.549,0.894,1.414
gpt4,ZAP,0,2,0,0,0
gpt4o,ABBREVIATE,0,0.632,0.727,1.368,0.49
gpt4o,ABODE,0,0,0,0,0.78
gpt4o,ABSCESSED,0,0.379,0.456,1.673,0.8
gpt4o,ABYSS,0,0,1.518,0.8,0
gpt4o,ACCORDANCE,0,0.379,0.82,0.39,1.166
gpt4o,ADJUNCT,0,0.49,0.39,0.39,0.379
gpt4o,ADJUSTMENT,0.98,0.93,1.647,0.39,0.78
gpt4o,AERIAL,1.559,1.183,1.409,0,0
gpt4o,AERIALLY,1.559,0.78,1.409,0,0.39
gpt4o,AFFECTIVE,0.379,0.4,0.632,0.379,1.152
gpt4o,AFTERSALE,0,1.17,0.759,0,0
gpt4o,AFTERSHAVE,0,1.59,1.414,1.17,0.39
gpt4o,AGING,0.78,0.379,0.447,0.39,0.98
gpt4o,ALERTNESS,0,0,1.947,0,0
gpt4o,ALLUSIVELY,0,0.379,1.203,1.549,0.4
gpt4o,ALOE VERA,0,0,1.138,0.8,0
gpt4o,ALWAYS,0,0,1.138,0.4,0
gpt4o,AMBITIOUSLY,0.754,0.657,1.135,0.754,0.498
gpt4o,AMERICANIZE,0.4,1.095,1.711,0.754,0.39
gpt4o,AMID,0.4,0.379,0,0,0.39
gpt4o,ANTLER,0,0.39,1.939,0,0
gpt4o,APPLY,0.39,0.4,0,0,0.42
gpt4o,APPRECIATORY,0.39,0.41,1.481,1.183,0.41
gpt4o,ARRESTINGLY,0,0.39,0.759,0.8,0.39
gpt4o,ASSASSIN,1.507,1.308,0.894,0.4,0.912
gpt4o,ASSIGNMENT,0.379,0.748,0.4,0.379,0.82
gpt4o,ATMOSPHERE,0,0.42,0.447,0.39,0.49
gpt4o,ATOMIC,0,0,0.39,0,0
gpt4o,AUCTION OFF,0.39,1.262,0.775,1.92,0.447
gpt4o,AVAIL,0,0.754,0.379,0.8,0.39
gpt4o,BALCONY,0,0.39,0.379,0.4,0.78
gpt4o,BASEBALL BAT,0.759,1.612,0.4,0,0
gpt4o,BEFOUL,0,1.647,0.39,1.17,0.775
gpt4o,BEFUDDLEMENT,0,0,1.897,0,0
gpt4o,BEHAVIORAL,0,0,0.41,0.39,0.379
gpt4o,BEIGE,0,0,0.379,0,0
gpt4o,BELATEDNESS,0,0,1.138,0,0
gpt4o,BEND,1.062,1.262,0.379,0,1.368
gpt4o,BILLFOLD,0,1,0.4,0,0.39
gpt4o,BIMOLECULAR,0,0,0.39,0,0
gpt4o,BIOSPHERE,0,0,0,0.39,0
gpt4o,BLOCKHEADED,0,0.379,0.805,0.39,0.4
gpt4o,BLUECOAT,0,1.183,1.138,0,0.39
gpt4o,BODY BUILDING,1.259,0.894,0.4,0,0.894
gpt4o,BOMB,0,1.949,0,0,0.39
gpt4o,BOO,0,0.456,0.775,0.934,0.39
gpt4o,BOUNDLESS,0.4,0.379,0.39,0,0.39
gpt4o,BRAINCHILD,0.379,0.4,1.855,0,0.78
gpt4o,BRAINS,0,0,1.85,0,0
gpt4o,BUBBLER,0,1.521,0.39,1.152,0.456
gpt4o,BUDGET,0,0.632,0.39,0.39,0.379
gpt4o,BUREAUCRAT,0,0.704,0.82,1.483,0.894
gpt4o,BUSTED,0.31,0.8,0.4,0,0.775
gpt4o,CALL GIRL,0.754,1.411,1.152,1.931,0.498
gpt4o,CAMPER,0,1.559,1.138,0,0.754
gpt4o,CANCER,0,0,1.17,0.78,1
gpt4o,CASING,0,0.754,0,0,0.39
gpt4o,CENT,0,0.39,0.759,0,0
gpt4o,CHALLENGE,0.754,0.903,0.498,0.912,1.2
gpt4o,CHART,0.4,0.903,1.711,0.39,0.39
gpt4o,CHEERFULNESS,0.39,0.41,1.062,0.912,0.447
gpt4o,CHEMISTRY,0,0.759,1.711,0,0
gpt4o,CHOREOGRAPH,1.414,1.391,1.11,0,0.78
gpt4o,CHURCHMAN,0.379,0.4,0.4,0,0.456
gpt4o,CIVIL SUIT,0,0.759,1.11,0.78,0
gpt4o,CLEANER,1.152,1.145,0.704,0.4,1.183
gpt4o,CLEANUP,1.152,0.98,0,0,0.42
gpt4o,CLEARINGHOUSE,0,1.051,0.754,0,0.39
gpt4o,CLERGY,0.379,0.4,0.4,0,0.456
gpt4o,CLIMATOLOGIC,0,0,0,0.39,0.379
gpt4o,CLING TO,1.259,1.706,0.4,0,0
gpt4o,CLOWNERY,0.39,1.028,0.805,0.912,0.8
gpt4o,COIL,0,1.459,0.4,0,0
gpt4o,COLLATERALLY,0.39,0.39,1.138,0,0
gpt4o,COLONIZE,0.456,0.98,0.39,0.39,1.095
gpt4o,COLOR,0,0.657,0.379,0,0
gpt4o,COMATOSE,0,0,0,0,0
gpt4o,COMBUST,0,0,0,0,0
gpt4o,COMMOTION,0.775,1.22,1.299,1.11,0.632
gpt4o,COMPATIBILITY,0.379,0.4,0.4,0,0.657
gpt4o,COMPLICATED,0.4,1.051,1.764,0.78,0.39
gpt4o,COMPOSITIONALLY,0,0.49,0.754,0.78,0.379
gpt4o,COMPROMISING,0.39,0.62,0.805,0.754,1.2
gpt4o,CONFUSABILITY,0,0,1.356,0,0.775
gpt4o,CONGRUOUSLY,0.4,0.704,1.11,0.39,0.39
gpt4o,CONSTITUTION,0,0.379,1.711,0,0
gpt4o,COPE WITH,1.051,0.98,0.4,0,0.626
gpt4o,COPYHOLDER,0,1.787,0,0,0.39
gpt4o,CORPSE,0,0,0,0,0.39
gpt4o,CRACKERS,0,0.775,0.39,1.445,0.39
gpt4o,CRITTER,0,0,0.379,0.4,0.39
gpt4o,CULMINATION,0,0,0.754,0,0
gpt4o,CURATIVE,0,0.42,1,0.39,0.748
gpt4o,CUTLET,0,0.657,0,1.92,0
gpt4o,DEACTIVATION,0,0.754,0.379,0,0.39
gpt4o,DEBARK,1.671,1.262,0.379,1.96,1.183
gpt4o,DECADENT,0,0.39,0.78,1,0.754
gpt4o,DECENTNESS,0,0,0.39,0,0
gpt4o,DECORATIVE,0,0.456,0.379,0,0.39
gpt4o,DEFERRED,0.379,0.49,0.49,0.379,0.657
gpt4o,DEFINITELY,0,0.4,0.456,0.78,0
gpt4o,DEFINITIVE,0,0,0.49,0.379,0.657
gpt4o,DEFORMED,0.379,0.49,0.49,0,1.035
gpt4o,DEGREASER,0,1,0,0,0
gpt4o,DEMOGRAPHICALLY,0,0,0.49,0,0.912
gpt4o,DEODORANT,0,1.035,2,0,0.754
gpt4o,DEPARTMENTALIZE,0,1.414,0.963,0.39,0.98
gpt4o,DEPRECIATIVELY,0,0.39,0.759,1.744,0
gpt4o,DETACHER,0.78,1.342,0.704,0,0.39
gpt4o,DISENTANGLEMENT,0.98,1.095,1.764,0,0.78
gpt4o,DISORIENT,1.17,0.456,1.673,0,0.39
gpt4o,DISPROOF,0.379,0.49,0.4,0.379,0.657
gpt4o,DISRESPECTFUL,0,1.095,0.82,1.11,1.166
gpt4o,DISSECT,0,1.706,0.4,0.39,0
gpt4o,DOGLIKE,0.31,0.49,0.4,0,0
gpt4o,DOUGH,0,1.411,0,1.368,0.39
gpt4o,DOZE,0,0,1.554,0,0
gpt4o,DRAGGED,1.062,1.299,0,0.4,1.035
gpt4o,DREARILY,0,0,0.456,0.39,0
gpt4o,DRUDGE,0.912,1.972,0.42,0,0.78
gpt4o,DRY CLEANER,1.203,1.145,1.051,0.8,1.483
gpt4o,EARLY,0,0,1.051,0.4,0
gpt4o,ECONOMY,0,0,0.759,0,0.39
gpt4o,EIGHT,0,0.379,0.39,0.39,0.4
gpt4o,ELECTROMETER,0,0.657,0.4,0,0
gpt4o,EMERGENCY EXIT,0.358,0.748,0.39,0,0.704
gpt4o,EMULATOR,0,1.17,0.759,0,0
gpt4o,ENGAGED,0.42,1.497,0.748,0.379,1.152
gpt4o,ENTRENCHMENT,0.39,0.49,0.39,0.39,0.839
gpt4o,ENTREPRENEURSHIP,0,0.903,1.152,1.11,1.2
gpt4o,EPILEPSY,0.759,0,1.356,0,1.152
gpt4o,EROGENOUS,0.78,0.759,0.754,1.035,0.8
gpt4o,EVOLVEMENT,0.456,0.8,0.39,0.39,0.894
gpt4o,EXCOMMUNICABLE,0,0,0.39,0.78,0
gpt4o,EXPRESSION,0,0.456,0.921,0.912,0.657
gpt4o,EXTENDIBILITY,0,1.559,0.759,0,0
gpt4o,EXTENSIVELY,0,0.4,0.39,0.78,0
gpt4o,EXTRACTIVE,0,0.912,0.379,0,0.39
gpt4o,EXTREMISM,0.759,0.4,0.632,0,1.024
gpt4o,EYE DROPS,0,0.456,1.72,0,0
gpt4o,EYEWASH,0,0.456,1.744,0,0
gpt4o,FACTORY,0.456,1.095,0.39,0.39,0.379
gpt4o,FANGED,0,0.39,0.78,1.18,0.39
gpt4o,FAT CAT,0.39,0.39,0.759,0,0
gpt4o,FIENDLIKE,0.379,0.49,0.748,0,0.775
gpt4o,FILMGOER,0.456,0.4,0.456,0.78,0
gpt4o,FIND,0.39,1.062,0.894,0,0.78
gpt4o,FIREBOAT,0,1.183,0,0,0.912
gpt4o,FIRECRACKER,0.39,1.483,1.051,0,0.39
gpt4o,FLAMMABLE,0,0,0,0,0.379
gpt4o,FLUTE,0,1.61,0.775,0.934,0.456
gpt4o,FOODSTUFF,0,0.41,0,1.117,0
gpt4o,FORBIDDINGLY,0,0,0.632,0,1.11
gpt4o,FORMALLY,0,0,0.4,0.759,0.82
gpt4o,FOSTER,0.39,1.11,0.379,0.49,0.912
gpt4o,FRIDAY,0,0.379,0.39,0.39,0.4
gpt4o,FROWN,0,0.456,0.934,1.11,0.456
gpt4o,FRUIT SALAD,0.39,1.035,0.39,0.921,0.39
gpt4o,FUMIGANT,0,0.379,0.41,0.39,0
gpt4o,FUNERAL HOME,0,0.379,0.912,0,0.39
gpt4o,GARTER BELT,0.39,0.912,0,0,0.456
gpt4o,GHASTLY,0.4,0.379,1.764,0.39,0.39
gpt4o,GOOGLE,0.4,1.414,1.764,0.39,0
gpt4o,GRADER,0.39,1.833,0.39,0.39,0
gpt4o,GRANDBABY,0,0,1.949,0,0.754
gpt4o,GREENISH,0,0,0,0,0
gpt4o,GULP,0,0.657,0.39,0.894,0.41
gpt4o,GUSHINESS,0,0.704,0.657,1.627,0.4
gpt4o,HAILSTORM,0,0,1.784,0,0
