source,word,aoa,arousal,conc,dom,fam,image,size,gender,valence,humor,social
scope,pillow,1.971,4.914,6.441,5.543,6.563,6.629,3.324,3.147,6.343,2.941176471,1.583333333
scope,pint,4.92541391,4.743371171,6.353874117,5.366095301,6.282168357,6.468055588,3.183021821,5.584191293,5.676787789,2.714285714,3.260869565
scope,pity,4.212,3.515,2.323,3.727,5.645,3.344,3.742,3.333,3.226,2.03125,5.52173913
scope,plasma,5.8,3.971,5.171,5,3.686,3.515,3.441,4.343,5.257,2.394736842,1.894736842
scope,plea,4.971,4.912,3.8,3.235,4.563,3.4,3.941,3.257,3.6,1.941176471,3.5
scope,pleasure,4.771,7.257,2.206,5.97,6,3.677,5.343,2.971,8.091,2.52,4.421052632
scope,police,2.882,5.375,6.194,3.719,6.438,6.387,5.177,5.546,4.516,1.731707317,6.041666667
scope,portrait,4.294,4.324,6,5.242,5.294,6.152,4,3.735,5.735,2.081081081,3.47826087
scope,power,3.412,5.882,2.879,7.242,5.774,3.818,5.677,5.333,5.781,2.696969697,4.99257885
scope,prestige,6.2,6.059,3.143,6.219,3.969,3.441,5.441,4.529,7.029,2.352941176,5.333333333
scope,pride,4.340095576,5.943532613,3.5946395,6.46666784,5.360008923,4.119564911,5.502143773,4.870992899,6.438233945,2.266666667,5.315789474
scope,prince,2.355,5.567,6.035,5.063,5.231,5.929,4.258,6.6,6.161,2.566666667,5.625
scope,princess,1.912,5.971,5.677,5.029,5.281,6.344,4.438,1.382,7.265,2.703703704,5.681818182
scope,prison,3.719,5.063,6.2,2.344,5.379,6,5.613,5.548,1.906,1.676470588,5.909090909
scope,product,4.457,3.829,5.2,4.771,5.939,4.735,3.771,4.324,5.059,2.162162162,2.416666667
scope,progress,4.794,5.559,3,6.531,6.344,3.364,5.094,4.182,7,2.166666667,5.173913043
scope,project,4.855279627,4.798223903,4.19937292,5.63758472,5.348843167,4.021132123,4.888282653,4.559121533,5.578706001,2.526315789,3.772727273
scope,pumpkin,2.647,4.125,6.788,5.412,5.182,6.849,3.206,3.706,5.606,2.961538462,1.80952381
scope,punch,3.558344227,5.940352238,5.701235249,5.831559766,5.368022889,5.665884283,4.185430824,5.435600331,3.281057477,2.612903226,4.916666667
scope,pupil,3.343206002,3.711112431,6.262854859,4.866235784,5.928690801,6.363861952,2.778746031,3.881189393,5.487887682,2.794871795,4.636363636
scope,puzzle,2.621599114,5.325550994,5.009119643,4.980873294,5.573673091,5.229110067,3.767226598,3.950864735,5.505208463,2.787878788,2.454545455
scope,python,4.229,5.588,6.441,4.576,4.152,6.382,4.788,5.242,4.182,2.272727273,1.428571429
scope,rain,2,4.636,6.294,4.029,6.576,6.529,4.303,3.882,3.971,2.542857143,2.375
scope,rattle,2.091,4.455,5.706,4.909,4.485,5.912,2.441,3.818,5.061,2.575757576,2.272727273
scope,reason,3.382,4.594,2.697,5.546,5.912,3.029,4.853,3.853,6.265,2.083333333,3.565217391
scope,recall,5.147,4.156,3.333,5.781,5.194,3.294,3.906,3.818,5.406,2.081081081,3.857142857
scope,reject,5.057,4.171,2.829,4.333,5.485,2.971,4.382,4.706,2.088,2.225,4.166666667
scope,report,4.314,3.371,5.343,4.829,5.909,4.829,4.057,4.735,4.543,1.90625,4.681818182
scope,reptile,3.629,4.086,6.429,5.171,5.147,6.457,3.4,5.147,4.543,2.256410256,1.565217391
scope,resort,4.813,4.367,4.344,5.242,4.533,4.387,4.613,4.067,5.781,2.642857143,4.48603352
scope,respect,3.686,5.743,3.257,7,6.471,3.771,5.571,3.6,7.939,2.15625,6.3
scope,risk,3.941,6.324,3.194,4.882,5.839,3.125,5.636,4.813,3.514,2,2.952380952
scope,role,3.788,4.281,3.515,5.667,5.448,3.226,4.273,4.061,5.688,2.243902439,4.909090909
scope,romance,4.294,7.086,3.486,5.486,6.273,4.857,5.5,2.114,7.486,2.482758621,6.782608696
scope,rubble,4.613,4.313,6.032,4.936,5.156,5.938,4.097,4.788,3.788,2.485714286,2.5
scope,ruffle,3.829,4.781,4.606,5.303,4.552,5.059,3.129,3.273,5.059,2.526315789,3.130434783
scope,saloon,5.094,3.875,6,4.833,4.29,5.758,4.258,4.424,5.29,2.857142857,5.565217391
scope,sandwich,2.294,4.719,6.686,5.118,6.677,6.771,2.529,4.333,5.971,2.4375,1.869565217
scope,scalpel,5.412,4.455,6.029,5.382,4.758,6.091,2.714,4.364,4.515,1.8125,2.136363636
scope,script,4.765,4.031,5.529,4.727,5.452,4.97,3.471,4,5.424,1.916666667,3.409090909
scope,seed,2.849,4.758,6.323,5.656,5.207,6.2,2.061,3.407,6.273,2.210526316,1.652173913
scope,sentence,3.501472999,3.867438137,4.612682528,4.48790613,5.793568989,4.538053059,3.821786408,4.182381309,4.4200477,2,3.217391304
scope,service,4.514,3.853,3.857,4.697,5.455,3.057,4.412,4.177,5.971,1.878787879,5.636363636
scope,settle,3.714,3.091,3.588,4.886,5.303,2.829,3.735,3.412,5.588,1.838709677,3.045454545
scope,shaft,5.355,5.065,5.5,4.774,3.839,5.156,3.7,5.138,4.727,3.46875,1.952380952
scope,shame,4.118,3.971,2.8,3.059,5.647,3.412,4.706,3.765,2.294,1.612903226,4.772727273
scope,shark,2.647,6.046,6.762,4.358,5.156,6.81,5.262,5.597,3.818,2.171428571,1.208333333
scope,shirt,2.531,4.133,6.828,5.6,6.435,6.692,3.094,5.133,5.258,2.0625,2.043478261
scope,shrug,4.194,3.147,4.457,5.353,5.853,5.294,2.8,4.194,3.882,2.233333333,3.291666667
scope,signal,3.657,4.091,4.886,5.265,5.758,4.914,3.943,4.212,5.486,2.09375,4.227272727
scope,sin,4.2,5.781,2.606,4.625,5.455,3.618,5.559,4.735,2.059,1.825,4.863636364
scope,sister,2,4.969,6.114,5.257,6.516,6.229,4.457,1.471,6.4,2.4375,6.647058824
scope,slave,4.09,5.092,5.048,2.27,4.368,5.563,4.152,4.185,1.554,1.477272727,4.75
scope,sleep,1.677,5.273,4.75,5.485,6.844,5.936,4.273,3.677,7.758,2.296296296,2.909090909
scope,slope,3.914,3.6,5.735,4.147,5.406,6.265,4.735,4.194,5.139,2.305555556,1.739130435
scope,slum,5.613,4.065,4.875,3.688,3.903,5.387,5.032,4.656,2.25,1.696969697,4.777777778
scope,smear,5.029,3.636,4.818,5,4.188,5.324,2.857,3.5,4.118,2.794871795,2.380952381
scope,smell,2.057,4.441,4.303,3.97,6,3.206,3.8,4.588,4.265,2.421052632,2.565217391
scope,snail,2.355,2.531,6.704,4.9,5.125,6.815,1.71,4.464,4.645,2.655172414,1.391304348
scope,snort,4.057,4.455,4.743,5.029,4.912,4.486,3.314,4.735,3.886,3.741935484,2.238095238
scope,soldier,3.061,5.313,6.375,4.161,5.444,6.719,4.281,6.364,4.813,1.939393939,5.260869565
scope,sorrow,5.057,3.657,2.765,3.6,4.788,3.6,4.457,3.314,2.061,1.470588235,4.32
scope,sparkle,2.647,6.529,3.939,5.818,5.576,6.032,3.387,2.059,7.514,3.0625,2.391304348
scope,spinach,3.333,3.152,6.667,4.97,5.844,6.531,2.375,4.576,5.125,2.4,1.222222222
scope,spirit,4.719555453,5.855819621,3.182970886,5.563924719,5.423530704,4.108454498,4.485329239,3.486755734,6.02661331,1.956521739,3.636363636
scope,spit,2.758,3.813,6.029,5.5,4.912,6.029,2.6,5.618,2.697,2.35,3.476190476
scope,spring,3.103487064,6.016515305,5.458949015,5.354243398,5.669122257,6.008636758,4.419102283,3.29117932,6.493293489,2.615384615,2.652173913
scope,squash,4.125680127,4.15055313,5.472334592,5.220103469,4.580677391,5.476536934,3.419300668,4.482580816,4.48007912,2.625,2.95
scope,squeeze,2.794,6.382,4.529,5.697,5.576,5.441,3.529,3.875,5.971,3.344827586,2.136363636
scope,stab,4.206,6.182,5.177,4.059,5.667,5.788,4.441,5.324,1.853,1.666666667,5
scope,status,5.143,5.5,3.059,5.971,5.344,3.471,5.118,4.969,5.706,2.083333333,5.375
scope,stock,5.081068238,3.395552571,5.032037501,5.019100119,5.067633443,4.757295434,3.941845419,4.608109122,5.344782552,2.148148148,2.238095238
scope,stomach,2.765,4.031,6.324,4.882,6.313,6.182,3.441,4.088,5.059,2.545454545,2.347826087
scope,stove,3.706,3.636,6.406,5.706,5.367,6.618,3.625,3.667,5.588,2.375,1.909090909
scope,strand,4.294,3.382,4.882,4.257,4.5,4.559,2.594,3.235,4.941,2.03030303,1.95
scope,stretch,3.188,4.871,4.063,5.323,6.25,4.75,4.161,3.821,5.719,2.1875,2.090909091
scope,stride,5.029,4.941,4.235,6.824,5.303,4.5,4.546,5.059,5.971,2.4375,2.684210526
scope,string,2.6,3.118,5.882,4.914,6.091,6.143,2.242,4.029,5.229,2.066666667,2.52173913
scope,suburb,5.364,2.938,5.091,4.25,4.483,5,4.879,3.333,4.788,2.485714286,5
scope,success,4.242,6.8,3.257,7.588,6.303,4.143,6.057,3.829,8.371,2.114285714,5.086956522
scope,surgeon,4.371,4.829,6.429,4.324,5.667,6.382,4.771,5.371,6.4,2.153846154,4.842105263
scope,sweater,3.807,3.697,6.5,5.071,4.923,6.667,3.406,3.774,5.515,2.09375,1.857142857
scope,sword,2.686,5.714,6.618,6.212,5.121,6.677,4.029,5.829,4.147,2.275862069,2.52
scope,table,2.788477935,3.166025083,6.404138062,5.152459565,6.425014259,6.52520842,3.782880308,4.384864852,5.104668453,2.419354839,2.375
scope,taboo,5.886,5.657,2.286,4.118,3.647,2.429,4.571,4.086,3.206,2.930232558,5.75
scope,talent,3.606,6.515,3.281,6.606,5.966,4.364,5.424,3.727,7.594,2.25,4.5
scope,terror,4.294,5.794,2.853,3.118,5.212,4.353,5.853,5.088,1.677,1.444444444,4.583333333
scope,texture,4.765,4.4,4.8,5.286,5.353,4.686,3.771,3.457,5.543,2.209302326,1.666666667
scope,throat,2.771,3.886,6.457,5.457,6.091,6.543,2.912,4.229,5.057,2.352941176,2.142857143
scope,tiger,2.029,6.235,6.706,4.853,6.212,6.727,4.794,4.765,5.667,2.333333333,1.375
scope,toast,2.890590955,4.398894668,5.9950506,5.633037639,6.000509962,6.180421836,3.085312429,4.386104652,6.29936501,2.435897436,2.3
scope,toilet,1.677,3.6,6.829,4.5,6.824,6.657,3.2,4.514,4.486,3.038461538,1.916666667
scope,tortoise,3.129,4.194,6.786,5.241,4.929,6.75,2.516,4.4,5.781,3.04,1.772727273
scope,town,2.906,4.788,5.813,4.75,6.379,5.933,4.719,4.067,5.576,1.8,5.65
scope,toxin,5.912,5.353,5.03,4.147,3.735,3.941,3.529,4.529,2.471,1.857142857,1.428571429
scope,traffic,3.452,4,5.793,3.219,6.067,6.103,5.563,4.5,3,2.162162162,5.714285714
scope,transit,5.5,3.125,4.182,4.618,4.147,3.382,4.242,4.941,4.909,2.230769231,4.590909091
scope,treason,5.571,4.849,3.161,4.788,4.061,2.969,5.382,5.313,1.818,1.870967742,5
scope,treasure,2.6,6.909,5.206,6.353,5.265,6.143,5.029,3.941,7.824,2.435897436,2.590909091
scope,trend,4.971,5.091,2.853,3.909,5.321,3.212,4.667,3.452,5.548,2.175,5.952380952
scope,triumph,5.029,7.088,3.364,7.229,5.182,4.065,5.879,4.735,8.2,2.454545455,5.333333333
scope,troll,3.429,4.324,4.343,4.088,4.286,5.686,4.543,5.571,3.029,3.34375,4.04
scope,trouble,2.486,6.029,3.2,4.879,5.882,3.429,5.143,4.914,2.457,1.96969697,3.583333333
scope,trousers,1.971,3.515,6.706,5.412,6.688,6.629,3.121,5.912,5.294,2.625,2
scope,trumpet,3.353,4.818,6.794,5.273,5.563,6.844,3.563,4.647,5.636,2.408163265,2.304347826
scope,trust,3.086,5.147,2.441,5.706,6.133,2.735,5.177,3.147,7.406,2.257142857,6.285714286
scope,tulip,3.429,3.971,6.371,5.059,5.03,6.514,2.324,2.143,6.943,2.677419355,1.736842105
scope,tumble,2.857,4.546,4.656,3.879,4.467,4.706,3.294,4.091,3.971,2.40625,2
scope,typhoon,5.182,6.455,6.25,3.875,4.424,6.281,6.25,4.844,3.25,2.236842105,2.608695652
scope,ulcer,4.857,3.657,6.171,3.857,5.059,5.657,2.343,4.265,2.912,1.909090909,1.952380952
scope,urge,5.147,5.97,2.879,4.97,5.419,2.618,4.529,4.529,4.471,2.525,4.318181818
scope,usher,5.457,3.857,4.588,4.265,3.818,4.571,3.543,5.114,4.8,2.25,5
scope,venom,4.882,5.353,4.8,4.546,4.788,4.457,3.735,4.515,2.576,2.236842105,2.4
scope,verge,5.486,4.697,4.063,4.313,4.273,4.344,4.375,4.242,4.618,2.730769231,2.25
scope,version,4.257,3.647,2.844,5.485,5.333,2.688,4.059,3.844,5.118,1.935483871,1.958333333
scope,victim,4.657,5.486,4.371,2.571,5.714,4.857,3.686,3.2,1.829,1.571428571,5.80952381
scope,virtue,5.314,5.471,2.118,6.147,4.688,2.343,4.743,2.8,7.618,2.205128205,4.578947368
scope,vowel,3.939,3.212,3.97,4.939,5.75,3.645,2.727,3.688,5.367,2.448275862,1.863636364
scope,vulture,4.771,4.529,5.909,4.647,4.212,5.939,3.588,4.8,2.97,2.212121212,2.166666667
scope,waitress,3.571,3.727,6.5,5.286,6.063,6.4,3.412,1.333,5.813,2.081081081,5.818181818
scope,wallet,3.606,5.03,6.613,4.71,6.071,6.759,2.677,5.903,5.313,2.029411765,3.166666667
scope,walnut,3.97,3.091,6.212,4.727,4.531,6.333,1.879,4.118,5.364,2.80998782,1.523809524
scope,walrus,3.571,3.939,6.559,5.029,4.531,6.765,4.939,5.219,5.629,3,1.714285714
scope,whimper,4.849,4.194,3.727,2.903,3.654,3.844,2.25,3.161,3.152,2.448275862,3.863636364
scope,whisper,2.656,5.281,3.844,4.688,5.92,3.625,2.25,2.897,5.313,2.6,4.565217391
scope,whore,6.156,5.969,3.677,2.906,5.071,4.333,4.094,1.867,1.906,3,4.684210526
scope,wisdom,4.697,5.939,1.936,6.931,5.357,2.5,5.677,3.656,8.188,2.357142857,4.52173913
scope,wish,2.452,6.194,2.344,5.313,6.077,2.581,4.969,3.25,6.938,2.65625,4.086956522
scope,wit,5.242,6.697,2.742,6.355,5.214,2.813,3.742,4.533,7.152,3.142857143,5
scope,wood,2.702494078,3.604635363,6.646398165,5.261680234,6.00292794,6.500143453,4.477995663,5.115554796,5.323241701,2.657142857,1.714285714
scope,wrath,5.909,6.129,3,4.5,3.7,2.875,5.313,4.867,2.636,2.071428571,3.25
scope,wrestle,3.743,5.121,5.546,5.471,5.061,5.758,4.343,5.857,4.571,2.322580645,5.04
scope,yeast,5.382,3.219,5.531,4.938,4.613,4.594,2.706,3.382,4.613,2.545454545,1.619047619
scope,zebra,2.818,4.818,6.807,5.406,5.192,6.813,4.147,4.129,5.939,2.708333333,1.714285714
gpt35,affair,4.74,6.3,4.16,5.14,5.36,4.62,3.9,5.1,3.66,2.2,5.4
gpt35,aisle,4.2,4.58,5.3,4.52,4.8,4.46,3.5,4.94,5.24,2.1,3
gpt35,anchor,4.44,4.92,5.9,5.4,5.2,5.34,5.2,5.8,5.2,2.5,3
gpt35,anger,4.44,6.04,3.8,3.5,5.3,4.84,4.18,4.5,2.2,1.6,4.9
gpt35,ant,3.36,3.56,5.8,3.36,4.9,4.52,2.3,3.96,3.8,1.8,2.2
gpt35,applause,4.48,6.56,6,6.6,5.8,5.7,4.6,5.9,7.48,3.5,5.2
gpt35,apple,2.84,4.42,6.3,5.4,6.4,6.48,3.3,3.88,6,3,2.8
gpt35,apron,4.7,4.24,5.1,4.5,4.98,4.88,3.86,3.9,5.1,2.4,3.08
gpt35,arson,5.86,6.62,3.78,2.4,4,3.76,4.36,5.2,2.02,1.2,4.4
gpt35,art,3.84,4.86,5.4,6.42,6.38,6.48,4.2,3.96,6.84,2.9,4.2
gpt35,artist,4.64,5.82,5.9,6.24,6.34,6.12,4.44,4.7,6.86,3.04,4.8
gpt35,aspect,4.46,3.96,4.14,5.22,5.1,4.94,3.9,5,5.06,2.2,3
gpt35,asthma,5.4,4.34,5.4,3.06,5.2,3.52,3.3,4.58,2.8,1.7,2.4
gpt35,attempt,4.64,5.74,4.3,5.34,5.1,5,4.2,3.9,4.1,2.4,4.3
gpt35,author,5,4.26,4.74,6.3,5.72,5.26,4.3,5.06,6.16,2.6,4.2
gpt35,baby,2.32,5.42,6.42,5.38,6.48,6.22,3.3,4.42,6.98,3.1,4.9
gpt35,balloon,3.48,6.22,5.98,4.6,5.52,5.7,4.2,4.8,5.54,3.52,3.52
gpt35,ban,4,3.78,4.2,2.8,3.96,3.82,2.9,5.7,2.86,1.96,3.2
gpt35,bandage,4.1,4.5,5.36,3.84,4.68,4.72,3.7,4.4,4.9,2.2,3.7
gpt35,basket,4.02,3.96,6.2,4.54,5.76,5.2,4.02,4.6,5.7,2.3,3.34
gpt35,battle,4.46,7.46,5.94,4.82,5.32,5.32,5.7,4.8,3.3,2.3,5.7
gpt35,bead,4.02,4.46,5.8,4.58,4.36,5.02,2.8,3,5.2,2.6,2.8
gpt35,beer,4.26,5.64,6.46,4.6,6.1,5.44,3.6,6.16,6.28,2.94,4.14
gpt35,beggar,4.3,4.04,5.22,2.32,3.94,3.74,2.7,5.1,2.04,2,4.7
gpt35,belief,4.1,5.48,4.12,6.02,5.76,5.7,4.4,3.8,6.56,2.1,4.8
gpt35,bitch,5.12,6.02,4.5,3,3.98,3.8,3.4,4.6,2.8,2.1,4.2
gpt35,blame,4.44,5.46,3.66,2.86,5.1,3.96,3.4,5.64,2.4,2,4.9
gpt35,bliss,4.74,5.62,4.56,6.94,5.64,6.08,3.7,3.64,8.26,3.4,4.1
gpt35,blister,4.74,4.28,4.7,3.38,4.4,4,3.4,5.34,3.14,2.08,3
gpt35,blood,4.16,5,6,4.16,5.76,4.58,4.5,5.3,2.82,1.86,4.9
gpt35,blouse,4.44,4.58,5.88,4.18,5,5.28,3.9,3.7,5.3,2.1,3.6
gpt35,boast,4.86,6.32,4.6,5.88,4.7,4.78,4.1,5.3,4.8,2.8,4.2
gpt35,bondage,5.18,5.3,2.74,2.28,4.06,3.58,4.36,5.2,2.64,1.5,4.6
gpt35,bonnet,3.98,4.18,5.4,4.74,4,4.9,4,3.3,4.6,2.7,3.2
gpt35,bounce,3.84,6.52,5.34,4.86,4.8,4.8,4,5.5,5.72,3,3.1
gpt35,bowel,5.24,4.64,4.8,3.52,3.96,3.92,3.6,4.7,3.3,1.9,2.5
gpt35,bowl,3.76,4.46,6,4.8,5.56,5.2,4.06,4,5.2,2.4,3.4
gpt35,bracket,5.2,4.24,5.64,4.4,4.5,4.58,3.7,5.24,5.2,2.3,3.4
gpt35,breakfast,3.76,5.68,6.1,5.24,6.04,5.44,4.1,4.7,6.2,2.8,4.2
gpt35,breast,4.26,5.56,6.2,4.72,5.2,5.5,4.2,3.3,5.4,2.1,3.8
gpt35,bulge,4.24,5.58,5.36,4.4,4,4.1,4.64,6.04,4.1,2.1,2.7
gpt35,button,3.62,4.34,6.14,4.44,5.64,5.2,3.5,5.12,5.1,2.1,3.4
gpt35,camp,3.8,4.56,5.7,4.58,5.1,5.02,4.26,5.5,4.9,2.5,3.7
gpt35,cancer,5.66,4.84,6,2.64,6.08,4,6.06,6.12,1.6,1.42,4.44
gpt35,candle,4.16,4.44,6,4.6,5.78,5.52,3.86,4.6,5.7,2.5,3
gpt35,candy,3.72,5.86,5.72,5.04,5.6,5.66,3.2,4.6,6.52,3.02,3.4
gpt35,canoe,4.46,5.28,6.14,4.6,5.16,5.26,4.34,5.24,6,2.78,3.3
gpt35,carcass,5.56,2.04,5.94,2.1,3.08,2.76,4.2,4.2,2.02,1.4,2
gpt35,caress,4.9,6.22,4.8,5.7,5,5.32,4,3.92,7,2.96,4.7
gpt35,carpet,4.32,3.5,5.84,4.44,5.3,5,4.1,4.86,5.2,2.2,2.9
gpt35,carriage,4.94,5.08,6,6.14,5,5.64,4.9,4.04,6,2.5,4.5
gpt35,castle,4.62,5.92,6.6,6.5,5.7,6,5.8,6.1,6.62,2.9,4.7
gpt35,cattle,4.5,3.78,6.6,3.6,5.1,5.2,5.6,5.9,4.14,2.1,4.3
gpt35,caution,4.82,4.88,4.6,4.72,5.36,5.08,4.08,4.9,4.3,2,4.36
gpt35,cease,4.84,3.46,4.18,3.84,4.56,4.26,3.4,4.5,3.8,1.8,3.2
gpt35,ceiling,3.88,3.78,5.9,4.54,5.68,5.04,4.56,5.06,5.1,2,2.62
gpt35,chauffeur,5.44,5.36,5.5,5.9,4.4,5.08,4.4,6.1,5.3,2.3,4
gpt35,chest,3.58,4.68,6.08,5.32,5.44,5.44,4.4,5.5,5.4,2.3,3.2
gpt35,chew,3.48,5.28,5.8,4.4,5.34,4.96,3.28,5.32,4.2,2.3,2.9
gpt35,child,2.16,4.98,6.3,4.82,6.56,6.62,3.34,3.6,6.96,3.14,5.94
gpt35,chord,4.42,4.46,4.64,4.8,5.04,4.76,3.5,4.8,4.92,2.5,2.9
gpt35,circuit,4.78,5.14,5.2,4.98,5.02,4.88,4.3,5.2,4.96,2.2,2.7
gpt35,city,3.56,4.92,6.24,4.9,6.2,5.66,5.4,5.34,5.54,2.4,4.5
gpt35,class,3.9,4.96,5.2,5.6,6.22,5.5,4.84,5.6,6,2,3.8
gpt35,clergy,5.1,4.78,5.3,6.12,5.12,4.96,4.72,5.1,5.2,2.1,5.12
gpt35,cloak,4.42,4,5.46,4.4,4.76,4.42,3.94,5,4.4,1.9,3
gpt35,closure,4.74,4.8,4.7,5.26,4.7,4.72,4.2,4.72,5,2.2,4.3
gpt35,clover,4,4.82,5.9,5.18,4.7,5.7,3.7,2.58,6.2,2.9,3.02
gpt35,coffin,5.68,3.64,5.9,2.56,4.4,4.12,4.68,5.5,1.84,1.6,4.5
gpt35,column,4.44,4.46,5.78,5.3,5.2,5.04,4.8,5.28,5.32,2,3.3
gpt35,comb,3.24,3.88,5.96,4.2,4.84,4.62,3.1,4.94,5.1,2.1,2.7
gpt35,compass,4.4,4.92,5.9,6.28,5.3,5.4,4.6,5.1,5.7,2.6,3.14
gpt35,complex,4.8,5.26,4.18,5.56,5.5,4.58,4.7,5.3,4.44,2.3,3.7
gpt35,concept,4.48,4.58,4.2,5.44,5.84,5.5,4.2,4.1,5.4,2.5,3.2
gpt35,consent,4.52,4.56,4.1,5.24,5.44,4.46,3.94,5.1,5.6,2.3,4.9
gpt35,console,5.66,4.88,5.5,5.16,4.78,5.02,4.96,4.5,5.4,2.4,3.4
gpt35,contempt,5.42,4.06,3.4,2.14,4.46,3.46,3.74,5.2,2.36,1.64,4.6
gpt35,context,4.64,4.16,4.9,4.9,5.8,4.92,4.2,5.14,5.38,2.1,3.6
gpt35,contract,4.82,5.28,5.5,5.64,5.52,5.34,4.7,4.78,5.4,2,4
gpt35,costume,4.44,5.26,5.6,5.16,5.48,5.5,4.3,4.68,5.4,2.9,4
gpt35,cottage,4.46,4.68,6.12,5.04,5.26,5.34,4.6,4.6,5.8,2.5,3.8
gpt35,cotton,3.86,3.6,6.18,4.54,5.64,5.38,3.96,4.1,6.1,2.1,2.8
gpt35,couch,3.68,3.96,5.36,4.82,5.38,5.08,4.24,5,5.1,2.2,3.1
gpt35,cough,4.22,4.76,5.8,3.02,4.9,4.42,3.3,4.42,2.7,2,3
gpt35,county,4.92,4.46,5.6,4.96,5.34,5.14,4.6,5.7,5.42,2.1,3.94
gpt35,courage,4.56,6.78,4.78,7.54,6.14,6.14,5.1,4.96,7.8,2.8,5.1
gpt35,crab,4.34,4.18,6.34,4.1,4.7,5.34,3.12,5.9,4.16,2.3,2.4
gpt35,cricket,4.46,5.4,5.54,4.86,4.76,5,3.5,5.5,4.88,3.3,3.7
gpt35,crisis,4.98,7.02,4,2.84,5.6,3.94,5.6,4.8,2.2,2,5.4
gpt35,crude,4.82,5.34,4.06,3.34,4.4,3.98,3.46,5.8,3.2,2.1,3.4
gpt35,crystal,3.88,5.5,6.36,6.14,5.26,5.56,4.9,5,6.9,2.5,3.4
gpt35,cuddle,5.12,4.88,5.1,5.7,5,5.38,3.8,3.94,6.94,3,4.4
gpt35,culture,5.3,4.94,4.2,5.98,6,5.64,5.4,5.06,6.38,2.4,5.3
gpt35,cure,4.56,5,5.18,5.66,5.26,5.32,3.9,4.5,6.76,2.4,4.5
gpt35,curtain,4.48,4.38,5.9,5.06,5.34,5.44,4.54,3.94,5.4,2.5,3.6
gpt35,cushion,4.16,3.86,5.9,5.04,5.2,5.48,4.04,4.32,5.76,2.7,3.5
gpt35,dance,3.88,6.52,5.7,6.48,6.26,6.26,4.3,5,6.24,3.1,5.34
gpt35,dandruff,5.5,4.3,4.5,3,3.5,3.4,3.2,5,2.74,1.7,2.4
gpt35,dare,3.74,6.8,4.2,5.22,5.4,5.34,3.9,5.14,4.92,2.6,4
gpt35,date,3.64,4.82,5.22,5.48,5.42,5.18,3.5,4.8,5,2.5,4.1
gpt35,delight,3.38,6.08,4.32,6.8,6,6.16,4.1,4.34,8.22,3.3,3.5
gpt35,desert,3.88,4.54,6.24,3.82,5.5,4.86,5.6,5.48,3.7,2.1,3.1
gpt35,despair,5.5,5,3.7,2.3,4.5,3.68,3.92,5.98,1.86,1.7,4.4
gpt35,dessert,4.08,5.5,6.24,5.66,6.06,5.94,4.02,4.58,6.8,3.1,3.3
gpt35,device,4.16,5.12,5.66,5.3,5.58,5.1,4.2,5.5,5.78,2.2,3.4
gpt35,dinner,3.88,5.14,5.92,5.48,5.9,6.24,4.3,5.18,5.8,2.3,4.4
gpt35,disgust,5.2,4.74,3.64,2.7,4.8,3.66,3.2,5.36,2.4,1.5,4.5
gpt35,doctor,4.42,5,6.26,6.6,6.4,6.18,4.8,6.3,6.2,2,5.08
gpt35,doctrine,5.46,4.5,4,6.4,4.4,4.24,4.98,5.5,4.2,2,4.2
gpt35,donkey,3.8,4.12,6.16,3.4,4.82,4.94,4.2,5.6,3.6,2.96,4.5
gpt35,doom,4.66,4.18,3.62,2.2,3.9,3.74,3.9,5.52,2.16,1.96,3.4
gpt35,doubt,3.96,4.3,3.58,3.56,5.4,3.7,3.5,5,3.2,1.8,4.2
gpt35,dread,5.46,4,3.5,2.88,4.3,3.78,3.88,5.2,2.22,1.6,3.6
gpt35,duty,4.16,4.78,4.42,5.76,5.82,4.84,4.08,5.4,5.1,2,4.4
gpt35,ease,4.08,4.28,4.4,5.8,5.7,5.84,3.6,4.42,7.1,2.9,2.8
gpt35,employ,4.86,5.08,4.62,5.2,5.36,5.12,4.3,5.66,5.76,2.06,4.3
gpt35,escort,5.24,5.98,4.96,5.36,4.76,5.06,4.6,4.6,4.8,2.4,4.9
gpt35,essence,5,4.8,3.24,5.96,4.86,5.34,3.94,4.2,5.6,2.2,3
gpt35,excuse,4.26,4.34,3.9,4.42,5.2,4.6,3.7,3.82,3.22,2,3.8
gpt35,faith,4.28,5.7,3.6,6.86,6.16,6.4,4.88,3.6,7.1,2.2,5.44
gpt35,fame,4.2,6.32,5.1,7.1,5.88,5.7,4.8,5.6,7.2,2.9,4.8
gpt35,farewell,5.02,4.3,4.64,4.68,5.1,5.36,4.1,4.42,4.4,2.4,4.4
gpt35,fault,4.4,4.22,5,3.52,4.84,4.66,3.9,4.56,3.7,2.1,3.8
gpt35,feat,4.5,5.64,4.96,6.3,4.98,5.22,4.3,4.56,5.94,2.6,3.5
gpt35,fiction,4.78,5.54,3.8,4.28,5.76,5.24,3.98,3.92,4.72,2.7,4
gpt35,figment,5.34,4.36,3.6,4.44,3.8,3.9,3.6,4.54,4.9,3.1,3.5
gpt35,fire,3.3,7.32,6.3,6.14,6.36,6.22,4.8,5.8,4.7,2.5,4.4
gpt35,flea,4.22,4.72,5.5,3.04,3.5,4.3,2.7,4.3,2.6,2,2.2
gpt35,fleet,4.44,4.94,5.48,4.82,4.3,4.94,4.5,5.98,5.9,2.2,3.1
