Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD
STEAK,0.315789474,4.789473684,1.631578947,1.578947368,3.842105263,3.315789474,0.25,2.25,2,4.4,1.05,0.582392725,0.917662935,1.640139774,1.464991068,1.213953957,1.634782744,1.118033989,1.970172314,1.973508764,1.142481141,1.468081455
STRENUOUSLY,0.95,0.15,0.9,3.1,0.15,1.65,3.65,3.5,3,2.1,3.5,1.316894273,0.489360485,1.447320573,1.997366687,0.366347549,1.78517285,1.182103388,1.317893055,1.685854461,1.83245593,1.357241785
STRIKER,2.058823529,0,1.352941176,0.529411765,0.235294118,3.294117647,1.904761905,3.095238095,1.952380952,0.714285714,1.19047619,2.014652211,0,2.059768691,0.943242218,0.9701425,1.72353945,1.972429008,2.119074371,2.036570413,1.309307341,1.749829924
STUPEFY,2.055555556,0.166666667,0.333333333,1.944444444,0,2.111111111,0.705882353,0.823529412,3.294117647,2.117647059,0.882352941,1.830211245,0.707106781,0.9701425,1.764760348,0,1.843554396,1.490163828,1.467791458,1.686887144,1.615640467,1.495090003
SUAVELY,2,0.0625,0.4375,1.5625,0.125,3.0625,1.611111111,2.666666667,3.222222222,2.722222222,1.722222222,1.825741858,0.25,1.093541647,1.896268265,0.5,1.806239187,1.819466272,1.84709629,1.895988197,2.108960032,1.808657466
SUGGESTING,3.315789474,0.368421053,0.736842105,0.842105263,0.210526316,2.368421053,0.333333333,1.238095238,2.761904762,3.666666667,0.619047619,2.001461454,1.211542924,1.446916463,1.607729866,0.630603535,1.891810606,0.795822426,1.338086765,1.921061215,1.983263304,1.203170415
SUMMARIZE,2.913043478,0.304347826,0.391304348,0.652173913,0.304347826,1.695652174,0.055555556,0.833333333,2.277777778,2.277777778,0,1.880837422,0.926124997,0.940943938,1.228772323,0.822124886,1.893404404,0.23570226,1.653872461,2.16402554,2.295918516,0
SUNBATHER,0.333333333,0,1.166666667,0.388888889,0.277777778,3.611111111,2.2,2.45,2.25,0.4,2.45,0.766964989,0,1.886484437,0.849836586,0.57451315,1.883016631,2.214782869,2.235479461,2.048748013,0.994722918,2.187885304
SURPASS,1.952380952,0.714285714,0.904761905,1.761904762,0.904761905,2.666666667,1.894736842,1.105263158,2.157894737,1.157894737,1.052631579,1.935876816,1.45405836,1.261140829,1.841324575,1.546116487,1.770122406,1.997073883,1.728671193,1.979426345,1.772103518,1.649029486
TALENTED,2.19047619,0.952380952,1.285714286,1.714285714,0.857142857,3.19047619,1.6,1.8,2.4,1.8,1.2,1.9136104,1.627150592,1.73616984,1.978455386,1.458962449,1.691716513,1.93036675,1.962812161,1.95744194,2.041671142,1.823819012
TALKING,4.944444444,0,0.111111111,1.055555556,0,2.833333333,0.1,0.55,2.8,4.7,0.2,0.23570226,0,0.471404521,1.589384721,0,1.823054967,0.447213595,1.316894273,1.908430052,0.801314709,0.695852374
TASTEFULNESS,1.947368421,3.157894737,1,1.842105263,1.263157895,2.947368421,0.428571429,0.904761905,2.714285714,3.285714286,0.523809524,1.928548222,2.167004022,1.490711985,2.007296631,1.995609215,2.040525102,0.810643483,1.48002574,2.052872552,1.978455386,0.872871561
TEATIME,2,2.666666667,1.285714286,1.285714286,1.80952381,2.714285714,0.75,2.2,2.25,3,0.7,1.732050808,1.798147195,1.585649934,1.82051798,1.749829924,1.677583296,1.371706582,2.041671142,2.022895267,2.294157339,1.260743306
TEENAGED,1.857142857,0.619047619,0.714285714,1.428571429,0.80952381,2.523809524,0.55,0.7,2.1,0.85,0.6,1.878449208,1.359271514,1.10194633,1.719634513,1.569045813,1.749829924,1.538112309,1.559352092,2.074912807,1.725200217,1.535543792
TELEPORTATION,1.19047619,0.476190476,1,1.142857143,0.714285714,2.380952381,1.6,1.6,2.45,1.15,1.8,1.66189794,0.980767435,1.61245155,1.651838802,1.419255338,2.060975266,2.186080366,2.186080366,2.327750213,2.033275812,2.214782869
TELETYPEWRITER,1.636363636,0.454545455,2.818181818,0.454545455,0.090909091,3.545454545,0.111111111,3,1.944444444,0.555555556,0.388888889,1.963299634,1.507556723,2.227921983,1.035725481,0.301511345,1.863525496,0.323380833,2.326319992,2.18207193,1.199128224,0.849836586
THAW,0.75,1.25,2.35,0.6,0.65,3.3,0.947368421,2.315789474,1.157894737,0.894736842,1.210526316,1.409553867,1.802775638,1.755442664,1.273205652,1.496487115,1.719853115,1.508261848,1.733738144,1.42451387,1.286456669,1.583910329
THORNILY,0.4,0,3.533333333,0.666666667,0.066666667,2.6,1.352941176,2.411764706,1.529411765,1.058823529,0.823529412,0.736788398,0,1.995232413,1.046536237,0.25819889,1.992844342,1.765686002,1.905873275,1.23073388,1.519481336,1.590412451
THRILLER,2.25,0.05,0.4,3.15,0.15,3,1,1.047619048,3.428571429,1.380952381,0.952380952,1.802775638,0.223606798,1.095445115,1.78517285,0.489360485,1.91942974,1.643167673,1.395571226,1.630074494,1.532194194,1.532194194
THRILLING,1.526315789,0.526315789,1.368421053,3.789473684,0.526315789,2.210526316,1.7,1.75,3.3,2.05,1.95,1.836918345,1.306752593,1.570934835,1.43677677,1.306752593,1.685854461,1.866604009,1.915999121,1.780005914,2.064104241,1.932410548
TIN,1.333333333,0.666666667,2.476190476,0.904761905,0.904761905,2.904761905,0.368421053,1.789473684,1.789473684,0.473684211,0.105263158,1.591644852,1.425949976,1.778174559,1.70014005,1.813966976,1.609495632,1.211542924,2.123386901,2.016017729,1.073334423,0.315301768
TIRELESS,0.85,0.1,0.35,2.95,0.05,1.85,1.55,1.6,1.8,1.3,1.65,1.496487115,0.307793506,0.587142949,1.904979624,0.223606798,1.954078057,1.820208201,1.788854382,1.880649384,1.809332532,1.899445903
TO,1.1875,0,0.1875,0.5,0.25,1.1875,1.421052632,1.421052632,1.842105263,1.736842105,0.684210526,1.905037182,0,0.75,0.894427191,1,1.939716474,2.036221705,2.008752777,2.242596657,2.18179603,1.66842013
TOGA,0.285714286,0.071428571,2.428571429,0.214285714,0.071428571,3.571428571,1.470588235,1.588235294,1.529411765,0.294117647,2.470588235,0.611249846,0.267261242,1.988980632,0.425815314,0.267261242,2.101804562,1.771921523,1.697749375,1.462773353,0.848874688,2.267091944
TOUR GUIDE,3.315789474,0.394736842,1.052631579,0.631578947,0.552631579,3.631578947,1.882352941,1.911764706,3.382352941,1.970588235,1.382352941,1.817412226,1.128008858,1.593014623,1.303240299,1.308958084,1.683321245,2.085515791,2.151358233,1.969690114,2.208596073,2.030296379
TOWEL RAIL,0.294117647,0,3,0,0,4.117647059,0.473684211,3.157894737,0.947368421,0.105263158,0.789473684,0.848874688,0,2,0,0,1.495090003,1.306752593,1.803181075,1.580213917,0.458831468,1.397575177
TRACTION,0.913043478,0.130434783,2.52173913,1.173913043,0.217391304,2,2.555555556,0.944444444,1.055555556,0.555555556,0.833333333,1.239979599,0.457696587,1.805787796,1.669299633,0.671262158,1.678744119,2.035630332,1.764760348,1.551933224,1.338226316,1.653872461
TRANSFORMING,1.555555556,0.277777778,1.111111111,2.055555556,0.611111111,3.944444444,1.476190476,2.142857143,2.666666667,1.238095238,1.80952381,1.822158456,0.826442095,1.745208192,1.589384721,1.289728147,1.433720878,1.939563034,2.007130147,2.12916259,1.946914531,2.040074695
TRANSLUCENCY,0.823529412,0.294117647,1.117647059,0.294117647,0.411764706,4.235294118,0.157894737,0.578947368,3.052631579,0.315789474,0.157894737,1.550616576,0.848874688,1.763602596,0.848874688,1.175735064,1.200490096,0.501459857,1.169795304,2.437523429,0.820069887,0.501459857
TRANSPARENT,0.666666667,0,0.611111111,0.444444444,0,4.5,0.45,0.4,3.4,0.8,0.15,1.236693885,0,1.195033295,1.1490263,0,0.857492926,1.234376041,1.046296728,1.729009452,1.196486083,0.670820393
TRAVELED,1.826086957,0.826086957,1.304347826,1.043478261,1.304347826,3.043478261,3.368421053,2.421052632,2.842105263,1.842105263,2.368421053,1.669299633,1.435022138,1.717153633,1.429502802,1.607787373,1.795911034,2.165654284,2.292882453,1.863782233,2.061907367,2.139847511
TRUCK STOP,2.142857143,0.80952381,1,0.904761905,1.142857143,3,1.6,1.35,1.95,0.9,0.95,1.8516402,1.435933411,1.341640786,1.640267109,1.458962449,1.702938637,1.635140425,1.814415956,1.932410548,1.483239697,1.431782106
TUBING,0.25,0.15,1.7,0.45,0.1,3.15,1.5,2.55,2.45,1.05,1.7,0.638666374,0.670820393,1.657518754,1.145931017,0.307793506,2.058998223,1.732050808,1.959457497,1.571958216,1.276302225,1.780005914
UNAPPROACHABLE,2.315789474,0.473684211,0.631578947,1.947368421,0.368421053,3.684210526,1.380952381,1.476190476,3.047619048,1.333333333,1,2.001461454,1.306752593,1.011628298,1.778691286,1.011628298,1.634782744,1.564486832,1.749829924,1.986861608,1.390443574,1.549193338
UNBIASED,2.588235294,0,0.176470588,1.882352941,0.176470588,1.705882353,0.6,0.75,3.35,2.75,0.65,1.804813825,0,0.727606875,1.996320144,0.727606875,1.686887144,1.500876937,1.585294261,1.755442664,2.048748013,1.598519051
UNCONNECTED,1.117647059,0,1.647058824,2.117647059,0.058823529,3.294117647,0.857142857,1.80952381,2.095238095,1.047619048,0.904761905,1.615640467,0,2.059768691,1.691240408,0.242535625,1.611082939,1.621286967,2.08851736,2.095346318,1.802115159,1.670471847
UNCONTAINED,1.19047619,0.333333333,1.19047619,1.238095238,0.523809524,3,1.055555556,1.277777778,1.611111111,0.444444444,0.388888889,1.503963019,0.966091783,1.600595127,1.757975026,1.123345344,2.121320344,1.893400993,1.872574684,2.004080804,1.338226316,1.195033295
UNDERRATE,2.2,0.7,0.8,0.9,0.65,2.25,0.055555556,0.388888889,2.055555556,1.388888889,0.055555556,1.962812161,1.218281793,1.321880638,1.372665482,1.386969434,1.943274502,0.23570226,1.243282604,2.042841799,1.883016631,0.23570226
UNDERWRITER,1.2,0,0.333333333,0.2,0,2.266666667,0.421052632,2.157894737,2.736842105,1.210526316,0.473684211,1.473576795,0,1.290994449,0.774596669,0,2.153623746,1.304513084,2.242596657,2.130260945,1.652571981,1.428613199
UNDILUTED,1.222222222,2.166666667,1.5,1.555555556,1.111111111,3.5,0.368421053,1.368421053,2.526315789,2.105263158,0.473684211,1.733936547,1.917412472,1.917412472,2.035630332,1.640978506,1.790497795,0.683985568,1.342076596,2.143942916,2.051956704,0.841191024
UNEVALUATED,1.363636364,0.090909091,0.454545455,0.818181818,0.181818182,1.954545455,0.111111111,0.444444444,1.5,0.888888889,0.055555556,1.619684112,0.426401433,1.05682691,1.296014537,0.852802865,2.058137686,0.323380833,1.247219129,1.977818168,1.604731566,0.23570226
UNIMAGINABLY,1.772727273,0.5,0.545454545,2,0.5,1.863636364,0.166666667,0.333333333,2.611111111,0.444444444,0.333333333,1.998375964,1.057850471,1.299350487,2.093072474,1.057850471,1.884661257,0.514495755,1.028991511,2.145827384,0.921777198,0.84016805
UNNERVED,1.625,0.125,0.5,3.0625,0.125,2.125,0.578947368,0.578947368,3,1.368421053,0.631578947,1.784189825,0.341565026,1.211060142,1.982212568,0.341565026,2.093641166,1.304513084,1.261207071,1.972026594,1.832136771,0.955133866
UNNOTED,1.368421053,0.473684211,0.736842105,1.210526316,0.368421053,2.315789474,0.0625,0.5,0.8125,0.375,0.0625,1.460993814,1.123902974,1.446916463,1.902599023,0.830697586,1.887168119,0.25,1.316561177,1.641899307,1.087811258,0.25
UNSATURATED,0.133333333,0.666666667,1.2,0.733333333,0.333333333,3.266666667,0.111111111,0.722222222,1,1.222222222,0.055555556,0.351865775,1.447493729,1.82051798,1.387014608,0.899735411,1.869555588,0.471404521,1.127493605,1.644956642,1.864704851,0.23570226
UNSENTIMENTALLY,1.833333333,0.388888889,0.666666667,2.5,0.388888889,1.777777778,0.1,0.25,1.9,1.35,0.35,1.72353945,1.243282604,1.495090003,1.977818168,1.243282604,1.986885104,0.447213595,0.550119604,1.970840056,1.725200217,0.74515982
UNSHAPELY,0.3125,0.0625,2,0.875,0.1875,3.9375,0.578947368,1.368421053,1.631578947,0.473684211,1.526315789,0.87321246,0.25,1.966384161,1.408308678,0.543905629,1.481834449,0.837707817,1.422459775,1.801558779,1.073334423,2.03765718
UNWARRANTEDLY,1.642857143,0.357142857,0.571428571,1.857142857,0.5,2.785714286,0.222222222,0.444444444,1.944444444,1.388888889,0.277777778,1.94569121,1.081817762,1.452546078,1.703261255,1.2860195,2.006856379,0.548318881,0.855585264,1.924217862,1.786843714,0.826442095
UNWORLDLY,1.285714286,0.285714286,0.642857143,1.714285714,0.642857143,2.928571429,0.368421053,0.631578947,1.842105263,0.894736842,0.526315789,1.540657773,1.069044968,1.33630621,2.198900824,1.446860945,1.940035119,1.164785451,1.422459775,1.893355572,1.663154193,1.218761715
UPROARIOUSLY,3.117647059,0.470588235,0.705882353,1.647058824,0.294117647,2.647058824,0.9,1.1,2.05,2.45,0.95,1.866894244,1.067570083,1.403776419,1.765686002,0.685994341,1.966633433,1.518309309,1.651155895,1.820208201,2.038446261,1.605090586
UROLOGIST,1.9,0,1.1,0.8,0,3.3,1,1.2,2.2,0.8,1.75,1.518309309,0,1.744163199,1.436369693,0,1.780005914,1.521771821,1.908430052,1.962812161,1.151657844,1.915999121
VACCINATE,0.904761905,0.428571429,2.285714286,2.095238095,0.571428571,2.80952381,1.6,2.85,1.8,1,1.65,1.374945886,0.978336781,2.148088852,2.071346468,1.121223821,1.833549771,2.01049876,1.980829172,1.935812083,1.55597321,2.084403234
VALUE SYSTEM,1.857142857,0.238095238,0.523809524,1.476190476,0.238095238,1.857142857,0.235294118,0.352941176,2.176470588,0.470588235,0.352941176,1.8516402,0.768424486,1.289148852,1.833549771,0.889087279,1.711306936,0.664211164,1.221739358,2.098669046,1.178857872,0.861769725
VERBALIZATION,4.45,0.05,0.15,1.1,0.1,0.5,0.263157895,0.473684211,2.105263158,4.736842105,0.631578947,1.099042646,0.223606798,0.366347549,1.618966532,0.307793506,1.277332747,0.933458638,1.218761715,2.024701263,0.653376296,1.382852379
VIDEOCONFERENCE,3.444444444,0,0.111111111,0.333333333,0,3.944444444,0.3,1.05,3.55,3.1,1,2.006525303,0,0.323380833,0.766964989,0,1.862074183,0.923380517,1.431782106,1.761428846,2.198085291,1.55597321
VISION,0.473684211,0.473684211,0.421052632,0.894736842,0.368421053,4.736842105,0.238095238,0.714285714,5,0.285714286,0.19047619,1.020262551,1.172292202,0.901590537,1.629408101,0.895080773,0.561951487,0.700340053,1.45405836,0,0.643650304,0.402373908
VOW,3.35,0.15,0.2,1.35,0.15,1.3,0.4,0.95,2.75,3.4,0.5,2.007223796,0.670820393,0.695852374,1.663066287,0.670820393,1.417930293,1.187655807,1.35627198,1.970172314,1.69829636,1.277332747
WAKEFULNESS,0.736842105,0.210526316,0.210526316,3.736842105,0.052631579,1.894736842,1.666666667,1.619047619,3.476190476,1.380952381,1.619047619,1.097578408,0.917662935,0.713282504,1.62761261,0.229415734,2.157538125,1.712697677,1.564486832,1.470341716,1.627150592,1.657594356
WANDERER,0.4,0,0,1.333333333,0.2,3.333333333,2.789473684,0.947368421,1.789473684,0.368421053,0.842105263,0.828078671,0,0,1.447493729,0.774596669,1.759328876,2.323286642,1.71508614,1.873171623,0.830697586,1.537066394
WATCHFULLY,1,0.65,0.9,1.45,0.5,3.55,0.2,0.25,3.8,0.2,0.25,1.337712108,1.268027893,1.483239697,1.731290969,1,1.637552731,0.523148364,0.716350399,1.673320053,0.523148364,0.638666374
WATER SOFTENER,1.0625,1.375,1.75,0.1875,0.875,2.625,0.631578947,1.842105263,2.210526316,1.421052632,0.842105263,1.806239187,1.821171784,1.879716291,0.543905629,1.408308678,1.892969449,1.382852379,1.833732014,2.016017729,2.008752777,1.572795031
WED,1.6875,0.1875,0.3125,1.75,0.125,3.1875,1.5,1.75,2.6,2.3,1.2,1.851800925,0.543905629,0.87321246,2.144761059,0.341565026,1.796988221,1.960128889,1.996707817,2.01049876,2.00262985,1.794729125
WHATEVER,2.1875,0.0625,0,1.25,0.25,1.25,0.285714286,0.666666667,2.333333333,2,0.428571429,1.939716474,0.25,0,1.843908891,1,1.61245155,0.717137166,0.912870929,2.105548226,2.073644135,0.9258201
WIGGLER,1,0.35,1.95,1.3,0.3,2.8,2.5,2.785714286,2,0.857142857,2.214285714,1.4509525,1.089422831,1.637552731,1.454575359,0.923380517,1.880649384,2.34520788,2.154729018,2.075498087,1.610405723,2.224983023
WINE,0.739130435,4.304347826,1.47826087,1.869565217,3.608695652,3.304347826,0.333333333,1.833333333,2.277777778,4.222222222,0.666666667,1.214210979,1.258959982,1.728624393,1.816699,1.469048252,1.428119635,1.188177052,2.007339474,2.16402554,1.699673171,1.328422328
WITHSTOOD,0.571428571,0.214285714,1.071428571,2.142857143,0.214285714,2.571428571,1.578947368,1.684210526,2,1.052631579,1.421052632,0.937614462,0.801783726,1.859043828,1.915810447,0.801783726,2.243427519,2.063324972,2.083070159,2.02758751,1.649029486,1.773752753
WORKTABLE,0.739130435,0.304347826,2.652173913,0.391304348,0.347826087,3.304347826,1.117647059,2.176470588,1.588235294,0.235294118,1.117647059,1.388831795,1.019571327,1.96812545,0.940943938,0.831684799,2.076596486,1.653872461,2.098669046,1.905873275,0.562295715,1.691240408
YANK,1.4,0.45,2.7,1.2,0.55,2.9,0.65,3.4,1.35,0.4,0.75,1.602629418,0.998683344,1.688973528,1.609184167,1.145931017,1.483239697,1.308876577,2.062190966,1.899445903,0.820782682,1.208522369
ABBREVIATE,2.4,0,0.15,0.45,0,2.65,0.157894737,2.105263158,2,1.789473684,0.210526316,1.875043859,0,0.489360485,1.145931017,0,1.843195166,0.501459857,1.940639552,2.081665999,1.718492471,0.713282504
ABODE,0.866666667,0.133333333,2.066666667,0.733333333,1.2,3.6,1.25,1.3125,2.4375,1.3125,1.3125,1.767430203,0.351865775,2.086236073,1.387014608,1.567527626,1.723783215,1.914854216,2.023816527,1.860779407,1.887458609,1.887458609
ABSCESSED,0.294117647,1.294117647,2.647058824,3.235294118,1.941176471,3.882352941,0.923076923,1.230769231,1.153846154,1.769230769,0.846153846,0.587867532,1.794599742,2.029198625,2.13686136,2.014652211,1.691240408,1.656378503,1.83275049,1.863963244,2.166173514,1.863963244
ABYSS,1.533333333,0.066666667,0.666666667,2.066666667,0.066666667,3.866666667,0.411764706,0.588235294,2.529411765,0.764705882,0.764705882,1.959105724,0.25819889,1.496026483,1.869555588,0.25819889,1.641718032,0.939336437,1.121317502,2.211267935,1.30045241,1.562426469
ACCORDANCE,1.65,0.05,0.3,1.2,0.05,2,0.388888889,0.722222222,2.111111111,1.611111111,0.333333333,1.954078057,0.223606798,0.801314709,1.399247918,0.223606798,2.152110347,0.777544316,1.274434387,1.778594584,1.883016631,0.594088526
ADJUNCT,1.733333333,0.266666667,0.8,0.333333333,0.2,2.133333333,0.2,0.933333333,1.266666667,1,0.2,2.016597795,0.798808637,1.264911064,1.046536237,0.560611911,2.133630932,0.774596669,1.486446706,2.016597795,1.8516402,0.774596669
ADJUSTMENT,0.894736842,0.368421053,1.842105263,0.842105263,0.526315789,3.157894737,1.526315789,2.210526316,1.947368421,1.263157895,2.368421053,1.149624907,0.830697586,1.893355572,1.167293065,1.306752593,1.572795031,1.806421295,2.016017729,1.809655713,1.790161547,1.977948609
AERIAL,1.764705882,0.058823529,0.647058824,1.352941176,0.117647059,4.529411765,0.722222222,0.833333333,2.722222222,0.722222222,0.5,1.821037196,0.242535625,1.366618842,2.029198625,0.332105582,0.717430054,1.319784098,1.339446769,2.270153028,1.319784098,1.150447483
AERIALLY,0.733333333,0,0.266666667,1.066666667,0,2.8,0.611111111,0.888888889,1.777777778,0.666666667,1.111111111,1.437590577,0,0.798808637,1.830950833,0,2.111194652,1.460817212,1.604731566,1.864704851,1.571810496,1.778594584
AFFECTIVE,1.944444444,0.388888889,1,1.722222222,0.5,2.444444444,0.947368421,1.526315789,2.631578947,1.368421053,1,2.042841799,1.195033295,1.680336101,2.136670184,1.248528546,2.120549935,1.311220136,1.576508838,1.706540566,1.706540566,1.414213562
AFTERSALE,1.444444444,0,0.555555556,0.055555556,0.111111111,3,1,1.055555556,1.611111111,0.777777778,0.666666667,1.503807803,0,1.381483526,0.23570226,0.323380833,1.940285,1.680336101,1.474178624,1.539246909,1.262842525,1.236693885
AFTERSHAVE,0,0,2.222222222,0.444444444,3.777777778,3.388888889,0.4,1.75,3.15,2.25,0.5,0,0,1.986885104,1.1490263,1.80050828,1.819466272,1.273205652,1.915999121,2.207046133,2.173403831,1.317893055
AGING,0.7,0,1.05,2.85,0.4,3.8,2.761904762,2.761904762,3.523809524,2.047619048,2.904761905,0.97872097,0,1.099042646,2.18306882,0.940324692,1.50787407,1.729299335,1.757975026,1.600595127,1.986861608,1.868281614
ALERTNESS,2.823529412,0.470588235,1.823529412,4,1.176470588,2.941176471,1,1.222222222,4.555555556,1.166666667,1.111111111,2.128241472,0.874474632,2.098669046,1.457737974,1.550616576,1.983386883,1.644956642,1.80050828,0.704792186,1.757337558,1.711170528
ALLUSIVELY,1.875,0.4375,0.75,1,0.4375,2.6875,0.666666667,0.6,1.933333333,1.733333333,0.666666667,2.028957039,1.209338662,1.437590577,1.591644852,1.093541647,1.887458609,1.290994449,1.183215957,1.869555588,1.869555588,1.175139303
ALOE VERA,0.2,1.35,3.7,0.35,3,3.95,1.210526316,3.105263158,1.421052632,0.789473684,1.052631579,0.695852374,1.899445903,1.657518754,1.089422831,1.55597321,1.538112309,1.43677677,1.728671193,1.835325871,1.397575177,1.311220136
ALWAYS,0.705882353,0,0,1,0,1.823529412,0.611111111,0.888888889,1.555555556,0.777777778,0.388888889,0.985184366,0,0,1.695582496,0,2.038237416,1.334558261,1.676441922,1.789584974,1.516790557,1.036900863
AMBITIOUSLY,2.0625,0.125,0.5,2.625,0.1875,2.6875,1.222222222,1.555555556,3.611111111,2.111111111,1.444444444,1.982212568,0.5,1.316561177,2.093641166,0.543905629,2.023816527,1.555088632,1.916560099,1.460817212,2.083235292,1.854159782
AMERICANIZE,1.466666667,0.2,0,0.8,0.133333333,2.4,0.555555556,0.777777778,2.055555556,1.055555556,0.5,1.641718032,0.774596669,0,1.473576795,0.516397779,1.91982142,1.293523334,1.477500097,1.954548909,1.513555309,1.150447483
AMID,0.866666667,0,0.066666667,0.4,0,2.533333333,1.235294118,1.058823529,1.352941176,1.058823529,0.941176471,1.505545305,0,0.25819889,0.91025899,0,1.846489591,2.047236301,2.014652211,1.966633433,2.014652211,1.819017188
ANTLER,0.444444444,0,2.777777778,0.166666667,0.055555556,4.444444444,0.210526316,1.157894737,2.210526316,0.210526316,0.368421053,1.247219129,0,1.832887646,0.707106781,0.23570226,0.783823376,0.917662935,1.803181075,2.043388998,0.917662935,1.011628298
APPLY,1.888888889,0.166666667,1.444444444,0.277777778,0.111111111,2.944444444,0.75,2.5,1.05,0.9,0.5,1.936913521,0.514495755,1.822158456,0.95828005,0.471404521,1.893400993,1.585294261,2.305599591,1.731290969,1.552586975,1.235441536
APPRECIATORY,2.789473684,0.421052632,0.473684211,1.789473684,0.315789474,2.894736842,0.294117647,1.235294118,2.117647059,2.470588235,0.529411765,1.988269694,1.261207071,1.020262551,1.960128889,1.002919714,1.728671193,0.685994341,1.855040827,1.798692335,2.267091944,1.067570083
ARRESTINGLY,0.833333333,0.166666667,1.416666667,2.583333333,0.166666667,2.25,0.416666667,0.583333333,1.333333333,0.583333333,0.333333333,1.193416283,0.577350269,1.880924982,1.676486224,0.577350269,1.864744682,0.99620492,1.083624669,1.775250729,1.164500153,0.778498944
ASSASSIN,1.611111111,0.111111111,0.555555556,0.388888889,0,2.722222222,0.789473684,1.736842105,1.315789474,0.736842105,0.736842105,1.68519117,0.471404521,1.199128224,1.144752164,0,2.023554111,1.652571981,2.281376418,1.973508764,1.661395172,1.557851272
ASSIGNMENT,1.529411765,0,0.235294118,0,0,3.058823529,0.5,2,2.722222222,1.388888889,0.833333333,1.771921523,0,0.752446989,0,0,1.519481336,1.339446769,2.169304578,1.934381055,1.914000703,1.72353945
ATMOSPHERE,0.6,0.2,0.6,1.1,1.15,2.5,0.80952381,0.952380952,2.952380952,1.857142857,1.142857143,1.046296728,0.523148364,0.940324692,1.586124041,1.308876577,1.732050808,1.209092537,1.244033379,2.085094494,1.878449208,1.276154939
ATOMIC,1.1875,0,0,0.375,0,2.375,0.611111111,0.611111111,1.833333333,1.166666667,0.611111111,1.515200757,0,0,1.087811258,0,1.857417562,1.613869624,1.613869624,2.229481607,2.121320344,1.613869624
AUCTION OFF,3.470588235,0.058823529,0.294117647,0.117647059,0.058823529,3.088235294,0.5,1.233333333,1.7,2.466666667,0.5,1.796213089,0.238832574,0.718981256,0.409338408,0.238832574,1.864625189,1.306482511,1.977168532,2.151983848,2.239663357,1.279816797
AVAIL,0.875,0.125,0.5625,1.4375,0.125,1.5625,0.076923077,0.384615385,0.923076923,0.384615385,0.153846154,1.62788206,0.341565026,1.263262971,1.787689384,0.341565026,1.965324401,0.277350098,0.960768923,1.320450584,0.960768923,0.554700196
BALCONY,0.055555556,0,1.611111111,0.166666667,0,4.111111111,1.789473684,1.789473684,1.789473684,0.473684211,1.052631579,0.23570226,0,1.719743103,0.514495755,0,1.278274981,1.902599023,1.960128889,2.097060042,1.428613199,1.778691286
BASEBALL BAT,2.411764706,0.235294118,4.176470588,0.470588235,0.529411765,4.529411765,0.388888889,4.055555556,1.722222222,0.166666667,0.777777778,1.839117435,0.562295715,1.629236559,1.067570083,0.943242218,0.799816155,1.036900863,1.589384721,1.840893503,0.514495755,1.165966176
BEFOUL,1.583333333,1.166666667,0.75,1.166666667,2,2.833333333,0.8125,1.4375,1.625,2.125,0.6875,1.676486224,1.850470866,1.356801051,1.403458931,1.758098146,2.081665999,1.276388133,1.504160896,1.927865832,1.74642492,1.25
BEFUDDLEMENT,2.125,0.1875,0.375,1.625,0.1875,2.5,0,0,2.5,1.125,0,1.995828984,0.75,1.087811258,1.586400538,0.75,1.932183566,0,0,2.097617696,1.927865832,0
BEHAVIORAL,2.5,0.5,0.388888889,1.444444444,0.388888889,3,0.6,0.75,2.05,1.05,0.6,1.790497795,1.465284554,1.036900863,1.616904167,1.243282604,1.814970426,1.313893371,1.409553867,2.258900524,1.66938375,1.313893371
BEIGE,0.333333333,0.166666667,0.555555556,0.277777778,0.111111111,4.388888889,0.411764706,0.411764706,2.647058824,0.647058824,0.352941176,0.766964989,0.707106781,1.338226316,0.826442095,0.471404521,1.195033295,1.175735064,1.175735064,2.059768691,1.221739358,0.861769725
BELATEDNESS,2.6875,0.125,0.25,0.375,0,2.75,0.294117647,0.117647059,1.294117647,0.705882353,0.117647059,2.05649378,0.5,1,0.885061203,0,1.914854216,0.985184366,0.332105582,1.961017143,1.358524286,0.48507125
BEND,1.2,0.15,2.85,1.7,0.15,3.85,2.8,3.1,1.25,0.6,3,1.794729125,0.670820393,2.109502311,1.838191331,0.670820393,1.565247584,1.989445837,1.713721712,1.446411167,1.313893371,1.863782233
BILLFOLD,0.263157895,0,3.052631579,0.263157895,0.368421053,3.578947368,0.166666667,2.333333333,1.944444444,0.277777778,0.444444444,0.653376296,0,2.040525102,0.733492806,0.683985568,1.865350413,0.514495755,2.169304578,2.071436621,1.178511302,1.338226316
BIMOLECULAR,0.642857143,0.428571429,0.571428571,1.142857143,0.571428571,2.928571429,0.909090909,0.636363636,1.909090909,1.272727273,0.727272727,1.499083969,1.342459609,1.398586414,1.703261255,1.398586414,2.129076568,1.814086296,1.501514387,2.119176512,1.902151891,1.555050423
